2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
3.800698024900587e-05,1.7326775816449037e-05,5.62199836376097e-05,0.0001940365480540532,0.00014377146505636443,7.126650286999035e-05,0.0034838240150175275,0.00033717736552429586,0.0007008924748778054,0.0011259500596757066,0.0016408960535977078,0.0013281049609339495,6.12452698266673e-05,0.0021213895723340296,0.0023946961384966998,0.0012034581421866335,6.188923758513636e-05,0.0012072641029564869,0.00033618569177929164,0.0005761833623491991
0.0001520902033169,0.0001563142263314,4.629629786983877e-05,0.0011012658235663008,0.00023525969159279804,1.2568387413257518e-05,0.0008331304634450488,1.6496430675144228e-05,1.102056596993748e-05,7.110845397514358e-06,2.326210693436226e-05,0.004598881304777532,0.021598551400353397,0.013969885943550068,0.006336503744555505,0.003694825743736051,5.186903009539694e-06,0.0009794001203170225,0.0003554869894708322,5.250780368574826e-05
0.00020000525675587774,2.443310147109055e-05,2.331286487083241e-05,4.5926990203748404e-05,1.0543417339643874e-05,2.237289655631955e-05,0.001893590915187472,0.0006107358343385494,0.0005155103693166933,0.0017439370557609266,0.0027120603671526343,0.0024676146274623324,0.00757014245196066,0.002617180163965829,0.0018526163815380944,0.0013263387859064545,0.0020316284761597754,0.003388537642157137,0.0027569335105015716,0.0018170624833865113
0.0006712826850903125,0.0007048362815798133,0.0016489851534554733,0.0020607649354481552,0.0018703595093263142,0.0006515087185434475,0.0002993839268436946,0.0015355702862488558,0.0017340069893681202,0.0008343849858790392,0.0010739111958960209,0.0013552550829047218,0.0019842784464351483,0.0005177936600233413,0.0005193168398614561,0.00016179866008654152,0.00021709301540099815,0.00016118836410484275,0.00017970513204244713,0.00012541528147353098
4.147914635916793e-05,3.473649474031575e-05,3.165468278114142e-05,2.0707475772306728e-05,1.3581389422122194e-07,0.0,2.0890730721934128e-05,9.258930975851821e-06,7.624930865070254e-05,8.078372064783683e-05,2.1154367137553216e-05,8.850652402169148e-06,0.0012906712828097207,7.359341332022825e-06,0.0002266564505313011,9.458221911042662e-07,4.0816777469828666e-05,6.136386948085589e-05,1.364462484430519e-05,6.040780090257896e-06
0.0,0.0,0.00014847895509635979,5.819109087110949e-05,0.0,4.659937033922775e-05,3.7715818048913515e-05,5.817733006308671e-06,3.474242256019155e-07,5.544123998999124e-06,4.764757352439042e-05,5.594652443058734e-05,1.0443220731046335e-05,1.2139006376205516e-05,1.116954586401877e-05,1.3377297392933736e-06,5.186903009539694e-06,9.377453414304429e-07,2.460756303728725e-06,9.448523009781817e-06
0.00426479985222356,0.005148412366828882,0.0022039176720161594,0.00025222771249388404,0.00011880130394849115,0.0018473366492890834,0.0014530636333135857,0.0009683986592846663,0.0017059144973440227,0.0012785459886115267,0.0026455764004931935,0.0014135912760166228,0.00029890464897827743,0.001227065766251175,0.0007231328537137972,0.002630597868378571,0.0008702036428638143,0.0017770965889799988,0.002610716625066458,0.0008023820712168112
1.3826382119722645e-05,2.7679711652357158e-05,1.2455366701142347e-06,6.615343421671632e-07,2.3472309790163498e-05,0.00012292422129283272,1.7250812863258274e-05,1.779863211953065e-05,8.01454398971312e-06,9.478146214664033e-06,3.492802377617379e-05,5.1978659607239226e-05,0.00035975717452811065,3.8009071725253864e-05,2.4913130429853e-05,3.7246504506287856e-05,6.51042451447658e-05,9.72219619526564e-05,7.946955704491648e-05,6.704113747543629e-05
9.67846748380585e-05,9.461366012655662e-07,4.364930277781006e-05,0.00017796661386045435,9.81233120171349e-06,3.463207733288303e-05,0.001174873821007171,2.6302397948740123e-05,1.0882879655034806e-05,1.1499688799252569e-05,8.198410414941862e-05,4.214232594238e-06,8.716253794281256e-05,0.00024772335244575773,0.00027554581735187995,0.0002674866724273865,0.00014491017679143085,0.0003850117472410133,0.0004574105027418544,0.0007299826155357158
0.002627935069643487,0.012809142241557585,0.0049321066700444794,0.00443749375734485,0.029675906835019705,0.003974421641565893,0.016536169558391014,0.016667099568941208,0.010321134420183547,0.014897599116327922,0.009365778067170389,0.01917656268116904,0.09383728739517043,0.011068747726946888,0.01606228690441412,0.02038860607909977,0.011535184386036991,0.009328004730764866,0.01078758422332801,0.009042596004526185
