Importers,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019
World,0,0,1025,0,0,0,0,75,0,555,340,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,524,340,0
Pakistan,0,0,1025,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,0,0,0,75,0,31,0,0
HHI,0,0,1,0,0,0,0,1,0,0.8149323,1,0
