Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,666,561,443,510,449,369,484,847,1120,889,1095,1730,2931,2437,3021,3132,2144,2955,4507,4746
Belgium,9,11,36,9,16,36,82,122,55,89,119,514,766,768,688,873,251,686,667,888
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,12,0,829
France,79,69,41,72,126,112,113,290,349,262,206,275,890,839,674,408,515,996,1384,711
Togo,80,169,84,15,35,24,3,20,28,7,19,36,9,7,14,20,8,6,74,711
Spain,3,0,0,0,0,7,0,10,0,12,0,0,18,91,160,0,3,0,0,534
Netherlands,19,74,197,106,59,46,58,132,210,116,23,166,332,155,299,16,117,131,263,410
Niger,0,0,0,0,0,0,0,0,0,38,103,215,138,194,300,256,227,320,344,368
China,1,60,59,67,110,66,118,106,239,142,188,289,256,102,369,546,399,309,322,152
Nigeria,14,4,2,0,15,30,15,9,13,14,8,12,156,85,101,32,40,12,94,48
United Arab Emirates,0,0,0,0,0,2,0,2,3,2,0,0,0,0,0,9,1,10,4,24
India,16,24,7,0,2,2,12,0,0,0,9,9,16,0,21,22,29,5,20,22
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,15,0,28,19
United Kingdom,0,0,9,6,12,0,0,113,43,65,26,4,18,9,5,4,6,12,5,9
Lebanon,2,4,5,15,14,17,28,15,22,83,81,33,18,6,3,13,10,8,12,8
Morocco,0,0,0,0,0,0,0,0,7,0,0,0,14,76,48,53,200,48,16,6
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Italy,0,0,0,80,60,0,0,0,123,30,293,151,43,17,10,825,203,379,1268,2
Ghana,0,5,3,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,1
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Brazil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
Canada,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Denmark,91,106,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Germany,0,0,0,0,0,0,40,0,0,16,0,0,0,3,0,0,10,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,16,0,1,4,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Macao, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Pakistan,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,18,15,9,0,0,0,0,0
South Africa,1,0,0,0,0,8,15,1,23,11,0,10,8,0,0,0,0,0,0,0
Thailand,3,0,0,0,0,17,0,0,2,0,0,0,0,1,1,0,1,0,0,0
United States of America,305,34,0,0,0,0,0,0,0,0,0,0,225,0,267,45,61,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,8,7,5,11,3,4,1,4,4,0
HHI,0.335066703,0.169783129,0.29388241,0.14085259,0.164961696,0.165482025,0.140098237,0.241538901,0.238478888,0.186796247,0.188181599,0.215332889,0.258805128,0.339485841,0.213661377,0.265726189,0.20844684,0.283272099,0.278361885,0.177197707
