Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,11,4,4,7,0
Barbados,1,0,0,0,0
Germany,0,3,4,7,0
United States of America,10,1,0,0,0
HHI,0.705097496,0.284959256,1,1,0
