Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,60886,79974,94744,93727,199659,171736,244555,376330,295865,261744,107065,151597,189916,197714,156148,99344,141456,240170
Portugal,28305,39365,41821,38894,75890,60185,84706,141017,106060,99907,39997,67839,63503,65210,52380,28673,36399,56896
Spain,908,1173,2844,2296,2253,4741,4764,7693,4753,2629,1723,7865,13760,6907,6779,6443,9798,47607
China,3377,6140,4783,5746,21912,37453,62859,86233,76524,42756,15894,13426,29960,32282,25695,16102,15238,32582
India,653,26,1837,649,2160,999,2378,2273,3542,5315,2114,1928,3769,9659,5830,3475,12579,19785
South Africa,6134,8335,12331,8988,25051,17366,22547,28481,23716,22276,11736,14737,18848,20113,10446,10729,16325,16716
Italy,1020,890,2003,3960,4502,1240,1537,2126,3328,6429,1349,2236,3820,5336,3933,5332,10519,15399
Indonesia,209,155,102,704,1566,1365,2153,1933,1269,1229,919,1422,3228,2694,6081,4369,5222,8590
Belgium,455,2882,2742,1759,3956,3458,5802,11536,10175,1786,547,1611,1652,1828,3973,2130,3110,5267
Tunisia,2458,0,0,365,280,2488,3498,6072,3857,4190,1991,7479,4129,7653,3272,1667,3225,4833
United Arab Emirates,521,852,2850,2152,2664,3211,3827,11602,5735,6845,2061,2581,5643,8931,5794,2713,2288,4438
Algeria,0,0,0,22,0,1,0,216,0,0,0,0,1,1,17,0,138,3937
Germany,614,724,1588,545,1812,5315,11837,14344,5541,2099,1080,1692,1039,1124,1497,1158,2638,3576
Russian Federation,56,2,1,600,0,60,473,521,7,706,179,391,551,1,0,1116,215,2754
Türkiye,0,0,312,1470,3436,1292,1964,3665,2984,5191,4379,7872,12950,13165,11124,4340,3908,2245
France,1337,479,1161,2838,2121,1686,3818,8034,9976,8648,6047,7663,5387,979,463,759,1850,1972
Brazil,4942,5794,3716,1391,4650,3450,5829,9312,5695,7821,6313,1759,1309,938,2186,940,3048,1728
Thailand,19,2,13,195,543,342,207,355,524,318,98,492,308,739,755,360,365,1189
Sweden,2121,1015,28,112,147,877,51,1769,2860,6219,3,27,86,1536,2336,2430,5577,1159
Netherlands,248,502,183,396,692,904,975,1145,1056,477,166,262,273,283,135,1010,326,1084
Saudi Arabia,0,0,0,752,3844,1958,2172,4636,1649,234,127,475,2164,2644,3037,484,453,916
United States of America,339,1266,3503,965,2209,3188,5181,3136,2338,2711,1265,860,3385,1677,1173,733,308,805
Pakistan,0,0,0,42,0,19,9,3,3,0,0,0,0,15,43,84,80,698
United Kingdom,519,239,1602,1535,614,803,676,1736,1136,863,597,395,119,490,414,931,428,682
"Korea, Republic of",102,199,106,205,252,870,1219,2524,1547,1990,922,577,543,587,1081,613,80,630
Slovenia,0,0,0,73,0,0,0,0,0,0,1,56,1,0,0,0,0,583
Lebanon,1364,852,3745,9392,18937,6782,3143,2288,2000,657,128,419,399,227,517,346,187,569
Egypt,328,0,0,252,1574,2453,4471,5207,7041,9110,859,194,4702,2811,1658,311,1845,517
Malaysia,100,0,3,83,36,404,131,359,1713,96,89,89,140,171,140,219,198,456
Singapore,0,502,1896,145,580,832,543,628,240,1778,410,141,1189,1248,2493,261,2221,348
Finland,232,528,0,55,126,158,402,3576,1585,1594,825,919,1023,151,696,334,370,295
Philippines,0,0,253,0,1181,226,89,331,166,230,92,159,150,181,221,414,375,255
Denmark,49,102,108,66,202,97,22,114,132,70,15,19,22,23,20,40,205,221
Namibia,56,26,5,534,6640,1503,3099,7854,4057,4640,2321,3520,3090,2337,727,149,164,210
Argentina,1007,2265,589,1798,5977,654,308,1224,72,5,0,0,1,3,271,143,266,209
Greece,1,0,251,176,211,46,156,652,37,70,0,9,42,22,59,35,39,163
Switzerland,3,20,30,199,37,97,258,165,177,103,26,173,74,12,22,32,32,114
"Hong Kong, China",6,191,23,104,19,38,31,310,89,229,20,198,38,131,73,26,31,109
Viet Nam,5,3638,2,17,134,81,113,313,566,745,173,63,231,453,152,90,193,96
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90
Zambia,0,0,0,0,0,0,0,0,0,0,1,0,0,14,9,0,0,88
Canada,14,0,1625,185,18,588,365,17,40,131,148,2,6,549,5,3,129,74
Ghana,0,0,0,0,10,0,13,0,152,29,0,0,0,2,0,1,0,33
"Congo, Democratic Republic of the",0,4,4,2,1,2,26,7,2,13,3,2,8,5,6,8,48,30
Ethiopia,13,0,0,8,8,4,3,0,0,0,0,0,0,2,2,12,69,29
Cyprus,1646,0,0,0,18,1,34,1,391,2,97,0,0,0,0,0,155,24
Israel,823,190,1638,1045,1387,368,108,339,541,204,136,402,409,2227,114,58,22,19
Oman,0,0,0,2,0,0,0,0,14,0,0,13,21,0,20,0,0,18
Congo,10,8,2,113,635,158,64,67,15,3,2,68,46,17,16,3,4,16
Japan,0,269,34,125,292,604,413,113,193,79,65,372,7,4,5,11,35,14
Latvia,0,0,1,0,10,47,31,21,142,30,54,12,5,3,7,7,0,14
Uganda,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12
Nigeria,8,412,596,16,1,1,2,0,1,1138,445,0,3,1,1,0,2,11
Qatar,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,1,4,9
Cabo Verde,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7
"Taipei, Chinese",0,0,0,75,0,47,81,27,133,19,1,2,2,155,29,0,1,7
Poland,0,0,0,84,74,0,51,2,4,5,6,20,20,4,19,9,41,7
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
Mozambique,26,7,124,31,30,321,358,352,613,308,291,319,49,158,41,71,10,6
Gabon,4,0,0,153,1,0,0,0,5,0,0,1,0,0,1,0,0,4
Kenya,0,8,0,47,0,0,0,12,9,4,3,2,197,423,0,0,1,3
Norway,719,458,0,11,16,6,9,56,121,54,26,9,46,6,13,5,100,3
Mauritania,0,0,0,188,0,0,14,1,0,41,0,0,348,0,0,0,22,2
Romania,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2
Croatia,0,0,0,0,0,0,0,0,49,12,0,0,0,861,0,0,0,1
Iceland,0,0,202,30,0,0,2,0,2,145,7,0,0,0,1,0,0,1
Ireland,0,0,0,52,0,0,1,2,7,5,0,11,5,0,0,0,0,1
Mexico,0,0,0,26,0,48,7,8,10,10,7,3,2,5,2,4,15,1
Paraguay,0,0,3,38,0,1,3,0,0,0,0,0,0,0,0,0,0,1
Peru,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2,0,0,1
Senegal,0,0,0,9,0,2,80,17,3,0,0,0,0,11,0,0,0,1
Togo,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,1
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
British Virgin Islands,0,0,0,0,1,0,0,0,0,164,1027,0,1,0,0,0,0,0
Equatorial Guinea,0,0,0,1,89,31,0,0,0,18,0,0,0,14,0,0,0,0
Gibraltar,0,0,0,59,100,11,0,0,0,126,178,0,0,4,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,43,2,81,173,2,0,0,0
Northern Mariana Islands,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,592,4,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0
Somalia,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,116,0,0,166,0,0,0,0,0,0,0,0,0,22,0
Afghanistan,0,0,0,0,0,0,113,0,1,0,0,335,0,0,2,0,0,0
Andorra,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,48,4,2,2,199,1,48,580,94,0,0,1,3,0,0,0,0
Austria,9,35,35,339,244,283,106,147,82,204,6,0,4,0,226,0,0,0
Bahamas,0,0,12,0,0,0,0,0,64,6,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,23,0,0
Armenia,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Bosnia and Herzegovina,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,42,0
Botswana,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,5,0,4,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0
Brunei Darussalam,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,5,0,0,0,19,58,43,0,8,0,0,19,2,0,1,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0
Cambodia,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,115,13,0,1,0,2,1,0,0,16,0,2,0
Cayman Islands,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0
Sri Lanka,0,0,0,76,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Chile,0,0,0,37,240,1,1,3,0,7755,0,1,0,0,0,0,0,0
Colombia,0,0,0,5,2,0,0,0,0,2,0,0,0,0,1,0,0,0
Cuba,0,0,0,0,0,1115,0,0,1,0,23,0,0,0,0,0,1,0
Czech Republic,0,1,0,331,0,0,0,3,0,0,1,0,5,0,0,0,63,0
Dominican Republic,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0
Ecuador,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
Estonia,0,1,0,0,0,0,41,1,153,243,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,1,0
