Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,1845,0,0,0,0,0,16,0,0,31,0,0,0,126,0,0,606,9,51
Togo,0,1571,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,51
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Côte d'Ivoire,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0
Burkina Faso,0,145,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
HHI,0,0.663937848,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.787439526,0.644260854,1
