Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,11539,13416,18209,38831,92708,65543,71947,154004,101754,121582,43522,55778,79184,107088,90924,51194,67967,97770
China,343,318,637,718,1454,1700,2016,6244,17846,15718,10126,6272,14024,17823,8115,6689,8740,19371
Portugal,1202,1412,2084,4483,4925,2850,4150,8794,8458,9614,4080,6179,9248,8311,5805,5766,8207,14694
Belgium,623,2675,2393,4291,6827,13034,18251,19848,14943,28359,4983,3699,7676,17320,17135,7971,7815,14547
Netherlands,890,1246,1137,2097,1945,5513,3507,11147,3616,849,96,3944,7734,10114,8422,4493,7165,9482
France,1717,674,2124,2353,6730,7403,1737,10010,2227,2095,2340,7797,8475,11717,12604,2595,1284,6684
United States of America,342,1460,1392,9550,18351,11968,19294,55728,21776,18620,8542,8062,7105,5502,9548,4108,8738,6561
South Africa,1807,1274,3909,6905,33169,10527,5989,14744,8971,11568,4158,4896,7955,5798,7194,5134,3571,5093
India,92,48,132,54,636,38,825,1075,1751,3641,1996,989,2249,3461,2565,1614,1431,3623
United Kingdom,192,1167,454,2421,3590,2961,3685,4187,2817,7546,1851,6672,2510,6702,6852,1671,618,3510
"Korea, Republic of",0,0,4,1370,897,539,1174,2260,2525,710,397,375,2845,6149,2486,950,4407,2799
United Arab Emirates,296,86,515,370,1708,1323,695,753,359,921,144,403,894,1254,890,750,691,2551
Italy,264,124,1,5,1,31,37,363,56,40,20,20,80,85,166,182,1871,1722
Indonesia,1914,0,0,1,0,0,0,1,1,96,206,98,977,2043,0,326,3830,1642
Saudi Arabia,0,0,0,0,0,0,0,0,41,0,0,235,113,968,1486,840,1395,1191
Germany,487,2311,475,1483,2030,3137,3411,3277,9491,4263,2537,1017,1747,1707,2116,668,1106,1092
Brazil,53,13,26,290,372,100,121,1729,201,415,48,275,37,35,143,33,33,460
Egypt,0,0,0,6,0,0,1567,4182,867,4632,155,42,0,117,5,141,437,425
Malaysia,14,0,3,0,0,0,0,512,1,0,3,1,295,19,28,24,37,267
Thailand,0,0,0,0,0,0,0,277,200,131,0,64,3,0,0,14,253,255
Spain,3,52,64,6,429,714,263,697,723,193,163,93,265,175,184,201,304,240
Lebanon,0,13,9,0,328,461,431,808,318,252,59,43,224,1040,404,75,213,195
Sweden,0,0,0,29,37,5,0,0,0,0,0,2,0,0,1,0,1,181
Singapore,0,0,15,2,78,68,5,210,169,151,0,39,0,13,0,44,578,179
"Korea, Democratic People's Republic of",0,0,0,63,0,403,385,335,0,26,0,0,100,0,46,67,137,161
Denmark,25,45,1,24,298,288,33,55,85,237,245,58,159,1,299,10,33,123
Namibia,0,0,43,249,1306,6,66,414,60,743,19,11,1249,385,35,33,38,102
Canada,67,6,0,7,43,218,0,55,188,13,46,1,0,2,36,13,0,82
"Taipei, Chinese",15,1,54,34,0,42,0,6,0,0,166,276,314,36,107,168,25,71
Norway,1,5,20,38,139,19,5,35,70,349,4,144,47,2,15,21,5,69
Türkiye,0,0,0,0,0,0,87,423,373,62,315,64,32,0,3,191,116,67
Mauritius,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,58
Pakistan,0,0,0,72,0,0,47,20,0,0,4,0,0,19,0,0,9,49
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,39
Switzerland,0,270,58,476,377,335,41,55,580,3,3,97,169,186,0,6,6,35
Gabon,0,0,0,1,6,14,10,26,0,0,7,0,0,0,0,0,0,33
Morocco,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,26
Israel,52,0,40,0,1,5,12,11,4,0,259,656,774,739,369,279,23,22
United States Minor Outlying Islands,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"Hong Kong, China",0,0,0,0,61,124,0,627,5,1,68,1,1,14,197,0,0,13
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2377,250,6
Senegal,0,0,0,0,0,0,5,11,4,0,0,0,0,17,0,508,7,6
Poland,0,0,0,0,0,0,58,0,0,1,0,0,0,21,36,0,0,5
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Botswana,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Congo,43,102,172,65,205,574,285,285,14,6,0,37,7,6,4,46,67,2
