Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,0,0,0,0,0,0,0,0,546,2158,38,0,30,0,46,96,315,9
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Australia,0,0,0,0,0,0,0,0,0,0,38,0,30,0,5,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Papua New Guinea,0,0,0,0,0,0,0,0,546,2158,0,0,0,0,0,86,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0
HHI,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.651434985,0.661055651,0.797967061,1
