Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
"Bolivia, Plurinational State of",0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,1,178,0,0,0,3,0,0
Cameroon,0,0,8,0,0,0,0,0,0,0,18,28,0,5,2,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,17,3,4,0,0,12,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Denmark,0,0,0,0,0,0,0,0,0,0,42,0,26,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,11,1,11,19,10,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,18,9,12,0,0,3,0,0
Côte d'Ivoire,0,3,0,0,0,0,0,0,0,0,81,0,0,6,1,3,0,0
Kazakhstan,0,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0
Kenya,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,9,0,0,0,0,0,0,0,0,30,10,34,13,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,65,0
Mexico,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,4,12,1,17,60,11,0,0
Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,31,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,69,139,97,62,4,5,8,0
Sweden,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,11,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
Egypt,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HHI,0.930750351,0.082876521,0.410766882,0,0,0,0,0,0,0,0.424662311,0.395594786,0.328072563,0.342267732,0.341788116,0.309339959,0.239230073,0.370061727
