Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3392,2680,3166,3296,5276,3913,3545,3998,5864,5240,6535,6856,8810,7050,10156,11156,10846,14464,22952,27719
Germany,250,74,63,76,56,21,161,66,2,172,2,55,34,230,341,255,272,72,4098,6480
Türkiye,0,6,1,0,0,0,10,0,0,19,0,54,2,82,1,499,346,210,1286,6192
China,295,451,586,437,1810,1416,1626,1602,2715,2672,2532,3166,3752,3654,3756,3956,5109,7876,7187,4575
United Arab Emirates,0,0,10,16,12,7,7,8,25,214,5,2,20,3,33,17,16,85,150,3042
France,754,858,1200,991,1280,1086,619,471,540,408,293,840,1008,743,1933,1232,1365,628,703,1581
Morocco,0,0,0,0,0,0,1,14,556,0,52,0,0,243,8,569,240,210,553,1047
Italy,101,40,51,33,609,9,139,220,115,173,185,47,71,52,208,466,151,1724,1301,855
"Hong Kong, China",0,0,9,0,25,24,21,11,21,288,337,217,75,29,172,111,86,32,257,840
Nigeria,9,51,42,381,503,540,309,130,191,18,28,45,463,162,497,295,299,53,109,788
Côte d'Ivoire,4,5,24,15,18,0,2,13,9,0,40,0,0,0,0,530,0,1,418,366
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,526,3602,340
Togo,443,255,254,358,232,44,4,258,1361,322,314,177,100,102,89,124,150,64,156,311
Spain,2,14,1,0,14,14,0,0,4,78,40,66,47,10,1012,55,217,145,466,310
India,1,0,0,17,24,30,1,7,2,170,20,557,949,302,720,0,269,197,1186,228
Ghana,9,65,16,63,30,35,0,8,185,338,689,682,547,470,347,294,407,1339,690,227
Switzerland,0,0,0,0,2,0,23,0,0,0,148,0,0,0,0,192,0,329,144,192
Tunisia,0,0,0,0,0,0,90,102,0,2,81,71,16,12,28,1522,799,244,394,112
Belgium,974,82,51,70,7,47,28,247,9,1,534,46,200,94,465,634,879,226,76,110
Lebanon,35,113,135,62,59,64,27,50,38,46,195,90,237,0,19,17,4,23,91,50
Denmark,0,0,0,1,1,0,0,18,0,0,19,0,14,23,10,5,28,0,0,25
Niger,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,2,2,21,18
Netherlands,5,52,280,74,2,153,0,0,22,1,4,1,10,0,28,1,2,0,1,10
Sweden,0,34,0,34,11,0,4,5,0,0,47,166,93,0,0,5,6,11,13,9
Singapore,2,0,9,9,0,0,0,0,0,19,0,206,0,0,0,177,21,0,0,7
United Kingdom,285,424,256,544,5,10,0,2,0,28,0,12,147,167,18,0,2,4,5,3
United States of America,0,0,1,2,62,15,12,19,1,2,641,16,39,29,44,9,0,1,7,1
Gibraltar,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
Albania,0,0,0,1,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0
Andorra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,10,19,11,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Bahrain,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,121,118,87,0,359,366,275,737,65,250,303,332,796,197,0,49,28,390,5,0
Canada,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,7,1,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0
Congo,0,0,0,0,0,2,0,0,3,0,0,0,4,156,0,0,0,20,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,15,0,0,42,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Gabon,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Indonesia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",4,0,61,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,6,0,0,0,0,19,70,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
"Libya, State of",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
