Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,34,7,4,6,12,25,27,33,20,27,22,40,116,14,33,107,220,108
China,3,1,1,1,0,16,7,3,3,13,10,7,78,4,21,86,157,63
Fiji,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,8,17
New Zealand,0,0,0,0,0,0,0,0,0,9,0,0,18,0,0,3,31,12
Indonesia,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,1,11
Australia,0,0,0,1,2,1,4,16,0,1,2,2,0,4,7,5,0,2
"Hong Kong, China",0,0,0,0,0,1,9,8,0,0,0,3,1,0,0,4,3,2
"Taipei, Chinese",0,0,0,1,0,2,0,1,0,0,0,0,0,4,1,0,18,2
"Korea, Republic of",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malaysia,13,0,0,0,0,0,0,0,7,0,0,17,0,0,0,0,2,0
Papua New Guinea,0,0,0,0,0,0,0,1,0,0,1,8,1,0,0,0,0,0
Philippines,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,13,0,1,1,4,1,1,0,5,4,9,2,4,2,0,6,0,0
Thailand,3,6,2,2,6,4,5,3,0,0,0,0,9,0,0,0,0,0
HHI,0.109880133,0.552622199,0.082863336,0.043761795,0.109450668,0.468403388,0.069688023,0.291971909,0.039230485,0.210380344,0.2398347,0.218974023,0.512457016,0.030157507,0.355192714,0.677033073,0.570927468,0.39479473
