Code,2013,2014,2015,2016,2017
1.0,1.7305081582e-05,3.21516790485e-05,0.000121366977664515,0.000127648026331892,4.1648450232999996e-05
2.0,0.018668372027670594,0.020608257433769026,0.019896810053851743,0.0234927237232044,0.01555973047645052
3.0,0.0031561156762435197,0.0037567030391553323,0.004380720813993084,0.003732460029086601,0.002506794185535607
4.0,0.00660863241310572,0.01240610876851198,0.011442587923548908,0.011900882254710428,0.010310075495346146
5.0,7.52e-06,0.0,1.09e-05,1.57e-05,2.3e-06
6.0,6.159657413000001e-05,6.4285959360585e-05,0.00010097729094643199,9.981331037606399e-05,0.000211274832151647
7.0,0.003132680400963932,0.0023154981409032518,0.006860001068799615,0.0061362531220923115,0.004483172702014959
8.0,0.000352728892575372,0.00058241080089528,0.000663678876836108,0.0007005058634407471,0.000559643925589064
9.0,0.00010857839207732799,9.207402368307601e-05,8.054591415297601e-05,0.00011008862431575601,0.000234851866603416
10.0,0.07448129964467963,0.06133913139597532,0.07200010118734411,0.0729966794699268,0.05794528804258343
11.0,0.00453947428769414,0.0042341541902484,0.0022697104901516,0.002170672677762114,0.00276291483613455
12.0,0.00046950250050200996,0.000404538393270504,0.00057611305667925,0.0007698824447687208,0.001235202555326481
13.0,7.785514291729201e-05,0.000181489670984034,0.000186227947345632,9.344956381452799e-05,8.4110167445192e-05
14.0,1.00050600864e-05,8.686337483139998e-06,6.274665216e-08,9.2101596426e-07,9.19e-07
15.0,0.015221589412189356,0.02296971721149955,0.02666825357704465,0.027904854495774525,0.024360954711651613
16.0,0.002227177183986432,0.0035429478631816198,0.00380336731872756,0.003488088681917656,0.002892059841560956
17.0,0.011011036330214325,0.0138486061223642,0.009629105013959664,0.01668279975509169,0.011495258753467895
18.0,0.00015331996951308802,0.00011905911020748799,0.00014400641944260098,0.000156953979858876,0.00012631653906344
19.0,0.0034665735154139838,0.00358628602467272,0.0029837909025333003,0.0032375226183348747,0.002429588765422576
20.0,0.002155194134605809,0.002465093167924362,0.0019682119622592,0.003100653894961564,0.00255675028377879
21.0,0.011458433506993037,0.010500986878194559,0.011132668054945062,0.013108109637356136,0.007251763524503526
22.0,0.002633029078264312,0.0028812155445471998,0.0022256087136321924,0.002547160358534655,0.002432497845051416
23.0,0.000629910156345036,0.0010419119591261589,0.0008367187631437529,0.001078479859956128,0.00119054824622737
24.0,0.000651448557046429,0.000419042043823465,0.00064423684678014,0.000675066649402535,0.000437684283860187
25.0,0.01566593397921561,0.02036455446774747,0.018577036348144088,0.01342910055520974,0.0088566529328718
26.0,1.5206652406400001e-05,4.7753297952e-07,0.0,3.77e-06,0.0
27.0,0.16773700839178954,0.1574806854324568,0.14034810543674942,0.12517907710480466,0.06826356849454579
28.0,0.001468048554241291,0.001410944988444966,0.00114293497505543,0.00145520339641424,0.001767311442682065
29.0,0.0009707875486385499,0.0009701584625330421,0.001018574667898968,0.0011241339249048001,0.002594846576019415
30.0,0.0045532336639460295,0.004508552475229288,0.013450442286544262,0.008314271754799861,0.04698868658166265
31.0,0.004541389726776021,0.004506649072395162,0.002016372703327104,0.0022172779363829644,0.00234014460443152
32.0,0.0012310427471202599,0.00160654236369256,0.0019891534121181,0.00224636170069119,0.00182975905717242
33.0,0.001682197288164393,0.002155595281726509,0.002147706323667408,0.0023426885884278445,0.002023060567874416
34.0,0.0019958409295948503,0.0023036447263300197,0.0022409253230688,0.00199103132276174,0.001492289312702858
35.0,0.000264763572069513,0.00034351721228582395,0.00042739282626253405,0.00037968929279136,0.000512610432980532
36.0,0.00047890563247356995,0.00037352345184746,0.00049348825129412,0.00051770368002624,0.00042274504763514
