Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,108790,125437,203453,252521,622568,357395,371348,590906,488446,564901,193402,140037,180761,170741,147427,109305,116862,203919
Portugal,48122,48994,59558,85207,181286,137770,158563,240976,206383,206721,73714,69473,88738,72700,58022,39012,40399,70562
China,3921,7973,22940,37079,134505,69802,79254,146237,120860,152712,66599,31064,43679,47798,45970,30551,32228,57064
United States of America,3374,6846,10056,11716,51701,31119,9760,12712,13780,15657,7769,3668,2635,2187,2693,5815,2944,17818
Brazil,13230,20429,19575,44757,77625,43710,37554,60091,32667,42548,6502,4069,4933,5506,4043,4468,2734,13421
Spain,2832,1686,3723,6429,6513,10074,7567,7046,11304,10754,4266,2637,9260,3508,4874,3740,4513,11890
South Africa,14482,17635,19773,11500,34999,12575,14724,22465,14564,18762,7042,9092,9916,9098,5925,6372,3545,5910
Türkiye,105,534,103,559,1844,508,1905,1583,2355,2203,1552,616,1018,3536,3570,2642,3496,5539
United Arab Emirates,6766,11543,44251,5126,17794,10912,8065,12364,16186,11978,3707,2475,1213,2891,2277,3561,1159,4239
Namibia,21,0,12,7335,55487,7241,17639,33903,21306,21049,2662,1485,1499,1007,2466,808,947,3573
United Kingdom,153,134,314,644,2317,2356,5551,7030,7020,4406,1085,2987,553,1134,1208,1557,4605,2320
Belgium,420,1257,360,2058,4835,4116,3333,6658,2402,3928,1136,1285,2256,1832,821,863,646,1856
Italy,5387,1600,2937,4689,8518,8403,5583,9414,13953,29062,2401,2757,2944,4404,3294,2203,8335,1559
France,2788,349,6445,2802,4410,1784,2169,2166,2678,2095,1004,1654,1566,1019,2081,2368,2797,1316
India,0,0,262,1304,1291,876,881,1440,821,1830,490,803,674,5466,3172,1373,354,1030
Germany,258,212,1469,708,1062,1114,1618,4101,1664,1404,660,672,720,483,741,537,643,748
"Hong Kong, China",194,2568,22,2127,316,502,283,546,1126,2572,431,109,389,320,170,333,429,740
Netherlands,136,72,1031,227,1942,481,2238,918,959,920,1083,656,506,404,112,415,769,504
Israel,0,12,0,431,2560,1052,673,2521,497,1096,1997,156,108,241,104,76,58,503
Congo,23,21,17,707,1005,670,200,291,88,35,19,51,199,2,9,6,7,331
Lebanon,0,801,682,998,700,820,1362,1200,1558,1695,1148,95,156,826,1891,355,242,313
Switzerland,113,1,1478,1743,419,259,1373,1525,354,221,136,522,167,227,261,126,113,287
Poland,0,0,0,636,2024,267,102,2221,123,1723,990,270,395,165,157,180,2720,270
Malaysia,18,2,961,2921,4496,2095,3742,4806,3788,3514,1203,500,706,618,680,178,212,220
Ecuador,0,0,0,50,100,0,0,33,0,0,0,0,0,0,0,0,0,193
Zimbabwe,0,0,2,1,16,0,0,0,0,3,0,0,0,14,291,77,144,193
Singapore,0,423,302,755,3376,1240,675,1266,1590,502,655,345,339,592,462,124,142,189
