Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,185,106,566,814,880,702,1791,2839,4296,3405,68097,113207,107051,42364,2427,2261,3265,3200
"Hong Kong, China",25,0,0,4,0,0,0,131,99,71,0,0,3367,1790,754,1591,2271,1548
Australia,158,66,424,800,757,610,1633,2674,4003,2616,66498,111217,101329,38961,1048,669,980,1133
China,0,0,0,10,0,5,0,0,160,185,1455,1952,2081,1424,316,0,0,413
New Zealand,0,0,109,0,10,4,25,0,0,11,17,0,150,18,0,0,0,107
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,10,67,0,0,0,9,0,2,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,44,22,0,0,0,0
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
Indonesia,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Taipei, Chinese",2,0,32,0,112,72,65,25,0,16,0,8,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Papua New Guinea,0,40,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0
India,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,225,0,27,0,57,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,22,35,110,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
United States of America,0,0,0,0,0,1,0,0,0,281,114,0,25,0,0,0,14,0
HHI,0.679987052,0.071563421,0.46891692,0.959517412,0.739337351,0.789003634,0.82675261,0.886116477,0.865718622,0.642662197,0.96071662,0.968474113,0.922886533,0.878193251,0.284228144,0.192023132,0.426404857,0.228249994
