Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,4,0,209,1,20,66,99,155,115,12,21,0,0,69,2,218,45,64,15,63
Thailand,4,0,0,1,20,66,95,155,115,12,21,0,0,0,0,0,0,0,0,62
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Canada,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0
China,0,0,209,0,0,0,0,0,0,0,0,0,0,69,0,218,4,26,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
HHI,1,0,1,1,1,1,0.86495486,1,1,1,1,0,0,1,1,1,0.246853276,0.042070779,0.401219067,0.946243153
