Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,51,25,43,44,78,106,99,136,118,222,359,231,351,197,157,148,130,183
China,5,2,1,7,4,11,5,9,42,48,40,107,92,59,63,62,72,84
Australia,20,7,19,29,54,66,64,88,58,122,79,58,46,57,29,22,11,32
Malaysia,0,0,1,0,0,1,2,4,5,5,7,6,6,6,19,35,5,22
New Zealand,1,3,4,2,2,3,4,3,1,13,3,1,156,24,8,1,1,18
"Hong Kong, China",3,3,10,1,3,0,1,1,2,3,1,11,26,38,8,13,22,14
Japan,1,0,0,0,1,1,4,5,3,2,6,3,4,1,21,5,4,9
Singapore,9,7,8,4,9,14,10,9,4,29,157,5,8,4,8,4,6,3
Fiji,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,1
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,3,1
Tokelau,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,4,0,0,18,13,1,0,0,0,0,0
Italy,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",3,0,0,0,0,0,0,9,0,0,0,1,0,0,0,4,0,0
"Taipei, Chinese",0,1,0,0,0,1,0,0,1,0,14,2,1,4,0,2,4,0
Philippines,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0
Switzerland,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Thailand,3,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
United Kingdom,4,0,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,2,0,0,0,0,0,0,1,1,0,17,20,6,1,0,0,0,0
HHI,0.213086147,0.102646818,0.264373415,0.431918363,0.531004388,0.473745325,0.478543858,0.513184467,0.41534251,0.370279693,0.338984498,0.372737479,0.351527337,0.23488154,0.172472234,0.270803514,0.413815609,0.285175739
