Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,0,0,9,0,0,0,0,0,363,8440,6796,5030
Pakistan,0,0,0,0,0,0,0,0,22,7414,6258,3788
Viet Nam,0,0,0,0,0,0,0,0,62,601,278,1021
Uzbekistan,0,0,0,0,0,0,0,0,279,168,50,94
Norway,0,0,0,0,0,0,0,0,0,0,27,52
United Arab Emirates,0,0,0,0,0,0,0,0,0,8,28,22
United States of America,0,0,0,0,0,0,0,0,0,1,3,19
Thailand,0,0,0,0,0,0,0,0,0,1,0,18
China,0,0,0,0,0,0,0,0,0,87,108,11
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,78,25,4
Brazil,0,0,9,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,7,0
Türkiye,0,0,0,0,0,0,0,0,0,82,12,0
HHI,0,0,1,0,0,0,0,0,0.502361348,0.822557492,0.885835892,0.67042418
