Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3677,3242,9079,7037,20267,37382,14652,14402,23431,26795,35864,86871,150323,172371,269418,332418,346857,328171,272883,273722
Thailand,405,378,680,1070,3660,7558,3406,1789,2300,2633,4044,10792,52570,92604,178187,228533,236429,235404,193465,178305
"Korea, Republic of",45,88,117,135,159,322,215,171,619,1431,2510,4848,4594,5187,30733,34223,41579,64583,59831,52262
Viet Nam,156,54,116,136,2973,15644,534,2131,2131,1830,3749,7362,6501,2988,1127,2278,4735,1497,2218,12581
China,62,87,113,109,36,2176,2002,36,35,88,292,1464,360,424,421,2215,2937,1748,3831,8520
France,1151,856,1263,1246,3965,3715,2691,2469,1979,2121,1811,4101,4765,5048,5736,7561,7453,2029,2362,8279
United Kingdom,352,148,80,57,415,397,119,55,58,192,849,1081,3864,3438,4741,9800,5631,2907,2193,5823
Malaysia,12,35,721,980,1433,607,2823,3068,7098,11047,12217,19140,16658,16082,15386,12626,8911,6971,3062,1420
Japan,4,1,10,37,37,0,61,5,20,5,98,485,294,467,211,262,505,512,960,1220
Fiji,0,0,0,0,0,0,0,0,0,9,17,46,50,66,110,150,497,525,434,909
Australia,68,64,44,94,87,88,132,169,153,198,341,722,578,612,673,934,700,436,447,762
Italy,0,5,14,31,35,52,61,41,126,220,257,507,396,529,506,843,731,614,275,630
Indonesia,82,27,3,4,9,0,0,1,0,126,32,131,35,4,578,3308,1306,37,103,532
Spain,0,1,9,28,59,225,103,46,67,72,48,176,174,181,226,114,170,178,43,369
United States of America,17,9,89,105,194,686,172,305,138,107,474,1664,959,588,506,972,793,585,315,364
Chile,0,21,0,20,16,60,106,220,248,362,493,667,729,643,454,348,411,336,254,302
Singapore,1024,1109,5217,2507,6852,5136,1911,3404,7236,4725,5963,28033,44127,34462,25298,21524,32178,8633,2014,289
Germany,107,58,74,24,29,11,3,4,1,30,66,186,124,92,90,173,84,55,183,178
Belgium,0,0,6,0,10,92,0,0,23,1,15,71,84,218,205,292,193,163,167,127
Portugal,0,0,0,0,39,0,0,0,5,23,0,0,4,2,0,3,0,3,80,114
South Africa,1,2,2,0,1,5,8,22,17,50,60,123,81,95,72,77,136,43,5,109
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,91
Ireland,0,0,0,0,0,15,0,0,6,0,5,70,64,116,189,29,27,6,21,86
New Zealand,0,0,0,0,13,2,0,0,25,32,44,87,52,68,83,115,110,75,40,73
"Taipei, Chinese",1,13,23,11,16,13,4,3,11,4,29,18,13,10,29,50,24,102,41,59
Argentina,0,0,0,0,0,0,0,34,54,79,94,194,133,162,108,76,54,47,51,55
"Hong Kong, China",100,78,59,27,3,27,21,32,35,34,38,62,14,34,1605,1306,64,69,49,48
Denmark,0,2,0,0,3,0,1,0,0,0,0,0,0,2,0,42,0,2,0,38
India,0,0,0,0,0,0,20,184,9,32,25,13,8,61,0,25,35,78,1,30
Cyprus,0,0,0,19,18,1,2,0,0,1,7,0,0,1,13,0,0,13,2,29
Sweden,0,0,0,0,0,0,0,0,0,0,4,25,7,5,14,30,57,4,5,23
Iceland,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,19,4,0,0,20
Austria,0,0,0,0,9,0,0,26,1,2,0,0,0,24,0,1,22,0,0,16
Canada,0,1,0,12,8,12,19,25,44,50,51,70,50,73,44,58,38,14,7,14
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,64,12
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,10
Mexico,11,11,8,0,7,0,0,0,16,40,62,150,375,703,717,792,717,395,279,9
Netherlands,34,144,398,355,158,458,224,65,113,55,206,732,160,181,50,230,96,68,12,6
Philippines,44,32,31,2,0,0,0,2,14,1,7,45,1,30,2,6,2,3,4,4
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Türkiye,0,0,0,1,0,0,0,0,0,0,0,133,116,19,9,45,3,0,0,2
Myanmar,0,0,0,0,1,0,0,0,0,0,2,0,0,4,4,25,0,0,0,1
Cocos (Keeling) Islands,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,1,1,26,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Bulgaria,0,0,0,19,0,0,0,18,9,28,0,0,0,0,7,12,14,0,0,0
Cambodia,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cuba,0,0,0,0,0,0,0,2,0,0,1,28,1,0,23,14,6,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gabon,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Palestine, State of",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,5,0,30,0,0
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,21,0,0,0,300,0,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0
Israel,0,0,0,0,0,0,13,0,0,0,13,23,0,0,0,0,0,0,0,0
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,0,4,0,0,0
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,5,3,2426,11157,5070,0,2,0,0,2,0
Lebanon,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
"Macao, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,3,34,9,0,65,15,1,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Russian Federation,0,0,0,0,1,0,0,0,0,0,14,86,5,89,7,73,183,0,18,0
Saudi Arabia,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Seychelles,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,1,0,19,792,961,1534,1030,1202,1887,877,3085,3,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,15,47,48,97,0,0,0,24,17,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,212,33,0,22,15,0,1,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
HHI,0.285199675,0.319809496,0.499026037,0.315824387,0.347219266,0.37978616,0.254319703,0.284884917,0.347592509,0.372520839,0.317663601,0.322902651,0.38147734,0.509925275,0.624035562,0.652713042,0.646140042,0.693661354,0.69264495,0.623314758
