Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,0,0,0,0,0,0,1,0,1,0,0,7,0,2,1,9,137,54
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28
Malaysia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,20
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,0,1
"Hong Kong, China",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
HHI,0,0,0,0,0,0,1,0,1,0,0,0.072806663,0,1,1,0.254547944,0.4301645,0.28353507
