Importers,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019
World,0,0,0,0,0,0,371,334,116,2026,5207,0
China,0,0,0,0,0,0,60,0,0,1680,5143,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,30,0,155,0,0
Jordan,0,0,0,0,0,0,0,28,0,0,0,0
India,0,0,0,0,0,0,71,23,46,69,63,0
United Arab Emirates,0,0,0,0,0,0,0,253,0,0,0,0
Türkiye,0,0,0,0,0,0,239,0,70,121,0,0
HHI,0,0,0,0,0,0,0.269408512,0.540936262,0.051130195,0.671150409,0.958288401,0
