Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,6997,8898,7883,6630,52886,25933,26416,56263,33406,26886,18290,21206,32044,20491,20581,21316,15801,23468
Türkiye,0,0,254,753,2696,3526,3537,5495,4525,4864,3732,2564,3710,1642,0,3644,4905,8014
South Africa,4300,3723,4336,3201,26813,12019,14749,35765,18084,16835,8337,12270,17712,10693,10750,8763,3449,6336
Uganda,0,0,0,0,468,0,0,0,1921,0,0,0,0,0,0,0,0,3022
United Arab Emirates,1349,605,0,89,787,794,0,793,374,103,142,15,285,140,94,75,549,1182
Kenya,0,0,0,0,137,1958,300,957,0,654,307,1524,2992,3015,614,4194,2101,713
Switzerland,0,175,0,4,21,0,257,2,109,322,0,0,0,1756,4002,946,331,478
Zimbabwe,0,4,0,0,0,0,943,1857,0,0,0,0,1,0,0,0,3,404
China,0,0,620,86,75,833,591,1139,1212,656,313,332,64,201,157,167,211,358
Portugal,1,151,300,964,2775,2176,4142,5149,3062,2674,2586,1066,3349,56,85,27,56,353
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
Viet Nam,0,0,0,0,7,0,0,455,315,65,143,162,0,0,0,0,230,295
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,1140,285
Brazil,286,937,418,0,2322,2515,910,3118,2840,264,2184,65,79,476,681,950,125,274
Belgium,3,1271,730,394,34,114,39,2,0,12,0,6,10,65,11,862,839,229
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,725,382,213
France,0,0,2,12,41,1,81,1,0,0,0,0,0,6,8,16,81,194
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Pakistan,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
Cyprus,0,0,0,81,0,0,0,0,0,0,119,6,9,11,0,0,89,79
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
Spain,30,30,378,122,18,29,0,27,12,0,0,0,0,95,59,86,47,67
Germany,0,0,0,6,28,3,326,327,229,84,0,247,161,3,9,29,97,49
