Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,26088,27531,37352,53284,65128,60656,68371,68551,94372,54984,42523,50288,43834,39083,80104,62294,59514,65249,53409,46649
Portugal,15152,15489,20761,29289,41037,37950,29606,34970,38072,28583,22746,24024,21229,26789,38044,30123,28934,33138,29532,25361
China,343,396,574,1216,1184,1559,3564,10384,2738,2439,2507,2152,3824,2282,10490,5564,4963,8273,10238,8578
Spain,915,1232,3413,5277,5547,8993,12368,6397,7580,5733,4111,12494,5561,3185,7472,13033,10003,13614,4274,6269
United States of America,475,477,843,1315,765,292,3677,791,2994,1027,2087,1539,2106,454,705,392,643,642,1049,1061
France,382,711,1155,1444,1315,1806,1656,1482,2323,790,1359,1097,2128,161,651,3651,2234,658,1748,1053
Netherlands,814,793,1966,1209,1034,2912,2003,1119,666,520,727,1143,830,961,1013,899,1868,582,723,746
Italy,1085,1645,4417,4207,4721,2917,4121,2175,16591,5081,1657,1240,1808,390,6234,1623,3480,821,622,604
Germany,2267,1233,1757,2553,2629,921,2170,2210,12238,3621,3024,2591,2588,596,998,1065,2078,2642,505,524
Senegal,30,56,43,69,248,582,1467,183,102,136,1386,133,63,325,2733,1069,807,649,391,518
Türkiye,25,66,96,182,197,13,49,112,459,1354,149,177,74,28,44,250,122,25,2649,257
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,265,240,257
Brazil,769,287,647,394,554,535,317,1091,698,1310,338,78,129,29,264,113,201,155,237,195
Morocco,0,0,21,0,0,460,0,0,15,17,0,4,1,480,371,150,312,93,2,178
Belgium,393,388,603,573,438,110,125,85,114,176,48,108,316,1994,8539,2605,2548,2787,300,130
Switzerland,850,21,26,33,99,3,2242,1045,205,78,290,98,13,2,55,10,21,8,15,128
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,127
