Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,490795,635722,955337,1315083,3347266,1341832,1521304,3502625,2484619,3365581,904187,294592,731350,681623,708394,547840,767766,1405143
China,16143,42142,94081,101389,353031,151495,203162,557238,442642,581726,200698,44065,192974,96280,167914,94955,171591,374455
United Arab Emirates,13320,26140,91897,51680,175344,82168,169656,532941,488184,842311,191043,39959,156735,163571,175365,64833,121367,327943
Japan,101595,164968,222722,358568,964633,329209,310533,621530,396865,497034,117127,26374,81339,58531,49800,65351,86435,186098
Brazil,12070,56957,68794,129611,305369,48664,60269,105088,87551,109965,25655,13487,14760,97911,12312,88429,145014,71662
Portugal,73275,62884,108604,111415,310159,139540,132975,191087,152793,135798,55054,32207,40287,41069,32383,36014,32883,64609
Belgium,116635,89683,100923,74148,163196,77785,38616,158353,80632,183821,37303,19822,56960,37276,47844,46991,35972,54268
Sweden,14256,21850,33410,65282,121551,62730,44290,121837,50458,65718,2430,838,2191,2877,14467,10924,15166,51538
India,1078,3988,2611,9817,76385,51512,82335,222563,107320,189249,47308,8198,14997,14104,24269,9630,8667,50116
Russian Federation,2114,28,1030,1999,9549,653,1173,21125,1327,367,118,483,808,1124,1711,1746,41111,31681
South Africa,10265,17959,33156,64337,124219,38749,64887,216580,132789,109730,38529,22896,27876,32638,26486,23421,17359,30574
"Korea, Republic of",11688,22454,39939,57731,114351,86156,138945,228624,176854,272102,61384,11966,13652,16736,59365,15032,13753,28042
Thailand,0,20113,860,6648,17523,29536,13551,34240,15983,22492,9888,1111,7092,5902,3769,2879,2417,23967
Germany,48336,23644,58360,41654,62508,36187,35309,52994,33167,22079,7894,7300,7727,8610,11507,6464,5376,18819
Indonesia,101,257,1378,3897,5091,4940,10346,15828,7824,7967,5164,35,812,333,774,1647,4395,13774
United Kingdom,9553,4033,2720,15756,32391,17312,27930,32098,32611,17366,17371,2038,5173,8706,6046,10750,19661,12308
Türkiye,708,74,1177,3278,17866,4056,6183,6017,5123,8534,4103,1543,2399,1171,2688,1166,1243,12075
United States of America,19652,26339,42532,54538,133086,73514,74888,154695,79108,68053,26766,17381,17153,12571,7644,7167,6665,8405
Spain,2454,798,8572,10747,30527,15689,16585,11728,10845,25309,4292,3516,5407,6989,17080,22473,7008,5055
France,8833,17082,7688,21882,41353,28987,19858,45640,36204,28131,9380,3868,43465,19722,2799,1914,1989,2957
Netherlands,19160,16541,16455,20365,28811,8243,8454,13631,13804,16873,1893,978,2325,917,1278,2847,7021,2786
Singapore,0,5,19,4094,1603,2091,625,4927,4583,1348,632,284,9034,67,83,463,26,2736
Egypt,0,0,0,1135,741,3886,500,350,571,2914,84,274,46,221,1,1,355,2646
Lebanon,0,0,436,1559,588,444,675,1619,2784,6795,3545,126,666,6926,1403,3950,1449,2347
Italy,775,2070,6843,6479,61630,17342,15058,49294,32435,39601,14117,13969,10502,6494,5480,9161,4109,2191
Congo,1483,6,196,441,1285,736,224,289,135,90,77,310,375,139,606,97,171,2167
Ghana,0,0,0,242,903,1187,5,94,109,161,98,18,4,1,334,0,14,2027
Liberia,0,0,0,823,41,4,26,0,54,26,0,0,0,1,22,0,6,1713
Mexico,0,17,0,1415,410,1156,661,2127,1692,1645,3,1191,1146,1263,1888,897,1910,1444
"Korea, Democratic People's Republic of",200,102,81,144,179,249,221,737,266,1640,73,21,468,11,10413,249,449,1435
Jordan,0,0,0,2674,2730,119,1905,93,1556,1051,193,0,0,0,0,43,0,1215
Australia,0,0,0,441,68,152,193,386,147,1758,28,12,28,694,137,818,39,1140
Czech Republic,0,305,30,1604,111,19,58,746,127,133,0,3,1080,887,580,85,993,1102
Malta,0,0,0,53,9,0,43,28,308,78,0,0,0,3,0,1,0,926
Canada,383,498,198,1558,6733,3113,1522,5768,2324,3617,1988,656,1340,1319,3725,2766,770,915
Namibia,236,1,15,18386,144337,11042,27073,63116,45169,23096,2631,1034,1694,1855,1079,369,1008,909
"Hong Kong, China",458,285,967,1595,224,917,149,307,265,1056,567,90,198,291,1325,60,100,753
Panama,0,64,111,1456,1176,100,836,1813,418,35,2420,527,1148,233,130,56,0,682
Djibouti,0,0,0,3,146,0,0,0,0,0,0,0,737,1354,0,0,0,641
Nigeria,519,967,390,1192,438,232,747,1259,1477,107,112,274,479,480,470,1287,551,638
Argentina,279,92,114,2661,1360,1023,1659,3538,2930,2199,534,36,997,443,1534,1073,319,593
Marshall Islands,0,0,0,2,55,0,0,0,0,0,0,0,0,18,0,0,0,576
Lithuania,0,94,0,104,82,0,0,55,0,0,0,8735,160,9614,338,7640,2,540
Jamaica,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,475
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
Slovakia,0,0,0,308,359,0,102,4,25,303,117,19,1035,2073,47,115,44,381
Hungary,0,0,0,402,42,38,5,43,18,233,12,0,66,23,610,0,583,344
Gibraltar,0,0,0,77,5,2,0,914,340,28,0,0,0,94,0,2,0,294
Mauritius,0,0,0,835,0,0,36,0,172,1563,13,0,43,106,99,22,166,262
Philippines,0,0,0,13,3237,1,0,0,0,1,30,1,0,0,0,0,46,253
Finland,0,0,0,1423,335,21,1,1,40,7,41,1500,1389,1191,832,0,465,231
Pakistan,0,0,208,90,132,90,136,638,51,50,65,0,59,49,105,884,4672,191
Sierra Leone,0,0,0,3,52,0,0,21,0,0,20,0,0,1,0,0,0,188
"Congo, Democratic Republic of the",35,1488,2457,235,96,375,99,193,170,148,58,283,214,206,116,80,235,173
Senegal,0,0,8,1,343,105,98,90,62,40,270,24,0,0,0,0,0,132
Angola,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
Ethiopia,648,232,4,72,19,4,38,4,3,0,3,0,3,20,17,1,3,106
Viet Nam,30,46,0,89,395,98,92,260,154,73,48,4,46,2207,1698,38,22,105
Cameroon,0,0,1091,593,10,2,0,1,138,0,48,1,30,0,0,54,0,102
Denmark,632,10,143,1108,1106,1007,1215,1501,816,2256,223,90,22,327,611,19,73,74
Belarus,0,0,0,8,77,35,0,0,193,0,0,12,162,158,477,305,286,72
Estonia,0,0,0,3,0,0,2,0,0,0,0,0,16,1,12,14,9,60
Qatar,0,0,0,1,10,0,0,0,30,0,0,1,0,0,0,0,20,59
Ukraine,0,83,58,22,322,424,15,0,24,239,34,40,11,0,1,0,1,45
Greece,0,0,0,322,158,2,20,29,203,170,0,23,0,1,84,0,0,44
Ecuador,0,0,0,1350,0,0,0,9,0,0,0,0,2,49,0,0,1,42
Poland,0,0,0,2706,113,113,888,6,192,82,19,11,36,24,666,23,11,38
Switzerland,1752,762,1690,3419,1786,1439,402,1238,954,6174,1561,119,353,519,2859,85,33,38
Bhutan,0,0,105,95,0,8,0,136,0,0,0,63,0,0,0,0,0,35
Romania,0,0,0,0,0,6,65,37,116,285,0,5,22,130,510,159,69,34
"Taipei, Chinese",166,3523,0,1142,1256,1090,1594,3117,2353,811,224,11,11,3,9,54,491,32
Norway,9,0,65,91,153,14,135,17,8319,17,505,18,9,30,53,6,19,27
Albania,27,974,42,121,231,293,141,0,65,0,0,0,0,0,1,0,1,25
Haiti,0,0,0,4,298,0,20,0,0,0,0,24,0,0,0,0,0,21
Andorra,0,0,0,433,16,0,15,23,124,0,0,0,0,3,47,2,2,17
Ireland,0,0,0,1658,1359,364,374,102,681,98,0,18,9,4,1,2,768,17
Cuba,0,0,0,33,149,81,36,20,23,1,0,11,6,32,51,47,59,16
Sao Tome and Principe,0,0,0,0,23,2,3,2,61,0,0,5,17,37,33,19,0,15
"Tanzania, United Republic of",0,0,0,1,8,17,0,0,0,0,0,0,0,0,0,0,0,14
Algeria,0,0,0,704,6,0,0,0,2,43,0,0,0,0,0,0,1,13
Kuwait,0,0,0,2,209,10,39,111,58,81,0,54,0,408,1529,1068,1472,13
Togo,53,0,13,91,3,12,14,0,0,0,28,0,0,0,0,6,0,13
Guinea-Bissau,0,0,3,3,0,0,50,0,27,0,9,32,0,0,3,0,10,10
Malaysia,0,28,264,528,400,80,147,370,310,4,1,2,0,38,2,0,0,9
Curaçao,0,0,0,0,0,0,2,0,0,0,73,0,7,0,2,0,0,9
Austria,0,0,0,144,135,23,80,26,10,126,20,240,141,22,1,10,1,8
Bermuda,0,0,0,3,879,0,0,0,0,0,0,0,0,0,0,0,0,7
Mauritania,0,0,0,464,11,544,0,0,0,7,3,0,0,87,9,33,3,7
Serbia,0,0,0,7,0,720,0,5,0,9,0,0,0,1,0,92,10,6
Kenya,0,0,0,1220,4,22,1,13,292,2,3,7,516,0,5,1,125,5
Israel,116,102,767,704,307,146,315,1021,557,177,318,5363,60,48,1025,24,0,4
Eswatini,0,0,0,15,45,8,0,10,48,22,0,0,640,1669,2,0,1,3
Azerbaijan,0,0,0,772,0,3,0,23,0,1,0,0,0,0,0,0,0,2
Honduras,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Macao, China",0,0,0,3,0,0,0,0,0,469,0,0,4,0,5,6,13,2
Mozambique,87,7,0,30,17,509,25,1,107,2,0,5,8,134,27,29,2,2
New Zealand,0,0,0,2167,647,313,21,47,0,0,0,0,1,0,0,0,0,2
Timor-Leste,0,0,0,1,0,0,446,253,107,0,0,0,0,0,1,4,0,2
Tunisia,0,0,0,71,10,0,28,11,7,0,0,0,0,362,0,0,436,2
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Zambia,0,0,6,1,0,41,8,0,1,0,11,0,6,186,4,8,32,2
Botswana,0,0,0,187,0,32,12,0,0,0,0,8,0,26,0,0,34,1
Gabon,7,0,103,481,70,0,4,0,1,0,0,77,57,83,109,0,0,1
Kazakhstan,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,1
Latvia,0,0,0,1660,0,27,0,0,0,0,0,0,0,0,0,0,2,1
Peru,0,0,0,1268,0,0,0,0,0,1,0,0,0,0,0,7,0,1
Saudi Arabia,0,0,0,193,1487,267,55,113,1943,106,9,739,532,315,0,0,0,1
Côte d'Ivoire,0,2128,0,1469,388,347,277,0,32,2,3,1,18,0,107,25,0,0
British Indian Ocean Territory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Virgin Islands,0,0,0,3,815,0,0,0,0,10800,0,0,11,118,32,0,0,0
Chad,0,0,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0
Christmas Island,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocos (Keeling) Islands,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,5,11,245,40,39,41,2,0,0,0,661,289,425,34,4,0
Falkland Islands (Malvinas),0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0
French Southern and Antarctic Territories,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,3,28,2,0,12,1,0,0,0,0,1,0,0,0,0
Niue,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,0,0,0,2,150,35,0,0,0,0,0,0,11,0,0,0,0,0
Northern Mariana Islands,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitcairn,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,1,0,0,0,0,44,53,42,0,0,0,0,0,0,0,0
Somalia,0,0,0,1,0,0,18,8,0,0,0,0,0,0,0,0,0,0
Tokelau,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0
Turkmenistan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,1639,200,265,92,0,408,57,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,132,0,0,0,0,1,23,3,17,14,0,0,0,0,0
Antigua and Barbuda,0,0,0,2069,284,21,23,1,0,15,14,0,0,0,0,0,0,0
Bahamas,0,0,0,109,131,30,353,99,22,3,0,0,0,190,0,0,0,0
Bahrain,0,0,0,3,1913,68,107,0,0,267,174,0,0,0,0,0,0,0
Bangladesh,0,0,0,3,19,1,0,0,0,0,0,3,0,2,0,0,0,0
Armenia,0,0,143,3,6,0,30,0,85,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,433,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,93,39,0,25,0,0,0,0,0,0,60,0,0,0,0
Bosnia and Herzegovina,0,0,0,51,49,0,90,0,4,0,0,0,0,0,0,0,0,0
Belize,0,43,0,3,3,0,0,0,257,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,233,0,0,304,120,197,7,8,205,745,39,36,0,1,433,0,0,0
Myanmar,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Burundi,0,0,0,28,10,0,0,0,0,0,0,0,0,28,0,0,0,0
Cambodia,0,0,0,3,107,0,0,0,21,23,0,0,0,0,0,0,25,0
Cabo Verde,0,0,0,137,49,2,1,48,2,0,0,0,0,0,38,3,3,0
Cayman Islands,0,0,0,3,2,0,0,51,0,0,0,0,0,26,0,0,8,0
Central African Republic,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,978,0,4429,0,90,14,275,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,118,250,36,0,0,3,20691,0,0,0,0,0,0,0,0
Colombia,0,0,0,326,850,2,4,0,5,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Mayotte,0,0,0,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Cook Islands,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,6,16,1,0,6812,387,0,0,0,13,35,0,0,0,0
Croatia,0,0,0,100,0,22,87,120,20,28,16,15,0,22,0,0,0,0
Cyprus,0,0,0,113,339,560,32,93,155,26149,0,0,0,5,1,0,29,0
Benin,0,0,7,7,0,2,0,68,0,0,0,0,585,0,0,0,0,0
Dominica,192,0,0,3,17,6,0,0,0,0,0,1,0,0,0,0,0,0
Dominican Republic,0,0,0,22,0,0,0,0,0,0,0,56,0,0,0,0,0,0
El Salvador,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,3,0,26,96,23,3,70,901,0,0,0,104,57,81,0,0,0
Gambia,0,0,0,3,0,0,0,0,49,0,0,0,0,59,0,0,0,0
"Palestine, State of",0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,11,2,8,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,2611,0,4,56,0,39,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,3,149,5,0,15,1761,0,16,0,0,22,16,17,32,0
Guyana,0,0,0,1175,154,15,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,9,143,71,1,0,20,1,0,1,0,0,0,0,0,0
"Iran, Islamic Republic of",2,0,0,0,0,0,0,0,0,0,11,0,50,1,0,0,0,0
Iraq,0,0,0,423,472,57,0,3,70,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,2187,0,0,1,3,11,15,0,0,0,9,0,0,0,0
Lao People's Democratic Republic,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Libya, State of",0,0,0,3,0,0,0,0,0,123,0,0,0,0,0,0,0,0
Luxembourg,1237,25,325,2908,79,0,1,0,1,78,0,0,0,0,30,67,0,0
Madagascar,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,657,31,0
Maldives,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,5,20,0,3,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moldova, Republic of",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,2146,360,2,554,1264,43,3,2,0,68,419,278,153,9,0
Oman,0,0,0,5010,357,196,268,2025,11190,0,9499,0,4,112,0,0,0,0
Nepal,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands Antilles,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,0,0,0,3,0,29,0,0,25,0,0,0,0,0,0,0,0,0
New Caledonia,0,0,0,1,12,74,16,17,0,0,0,0,0,0,14,0,0,0
Nicaragua,0,0,0,2,7,0,0,1,0,0,0,2,0,0,0,0,0,0
Niger,0,16,0,18,39,62,0,181,0,0,0,0,0,0,11,0,0,0
"Micronesia, Federated States of",0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Palau,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,1,87,0,0,6,0,1,0,5,0,0,0,0,0,0
Paraguay,0,85,0,2368,12,4,0,0,0,20,0,0,0,0,0,0,2,0
Rwanda,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,30,0
Saint Kitts and Nevis,0,0,0,0,0,0,90,415,467,819,91,16,9,0,0,7,0,0
Anguilla,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,137,0,38,8,189,97,0,2,18,0,0,0,0,0,0,0,0
Slovenia,0,0,1520,644,88,6,3,2,140,21,0,0,0,59,209,0,0,0
Zimbabwe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Sudan (before 2012),0,0,0,3809,15,0,14,0,0,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,44,0,2,13,18,6,0,0,0,0,0,0,0,0,0
