Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,1395,1338,2015,2538,4189,4526,7466,6932,3430,5948,7466,8128,7658,9905,8604,13387,12865,12331
China,0,5,0,18,116,408,468,1624,223,1049,981,1251,1576,3118,3153,6383,7094,6490
New Zealand,1158,1104,1486,1221,1251,1874,2815,2533,1366,1387,2146,2090,2351,4098,1984,3083,2142,1817
Malaysia,48,36,134,394,467,337,436,504,340,686,1648,744,656,444,562,619,662,1459
Australia,84,50,137,296,487,397,1015,595,343,1526,1602,2180,1160,657,292,391,564,582
Thailand,0,0,0,0,22,646,66,372,0,16,87,479,501,498,488,348,159,568
Singapore,24,24,171,197,288,541,1059,467,520,549,301,271,754,626,338,492,725,554
"Hong Kong, China",0,1,5,4,19,12,42,86,17,27,105,160,112,81,142,610,407,486
Indonesia,52,18,24,0,0,0,0,0,0,32,128,195,62,164,34,51,190,271
"Taipei, Chinese",25,67,4,7,4,59,1,1,3,34,2,0,189,45,892,1298,752,51
Fiji,0,0,0,0,11,5,21,20,0,2,43,153,1,63,266,3,0,29
"Korea, Republic of",0,7,48,366,1476,102,1137,490,328,496,201,587,18,87,60,6,30,21
United States of America,0,0,0,0,0,0,0,79,4,0,35,0,1,0,63,8,0,2
Japan,0,1,2,0,40,3,339,3,250,105,1,4,17,0,1,0,1,1
Spain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,88,0,111,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,36,0,1,0,31,4,0,0
France,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,1,0,4,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0
Italy,0,0,0,7,1,0,0,28,5,10,25,15,19,15,10,0,4,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Papua New Guinea,0,0,0,23,4,13,69,132,2,2,10,0,22,2,0,0,0,0
Philippines,1,0,0,4,2,96,0,0,0,0,0,0,2,0,0,18,4,0
India,0,0,0,0,0,0,0,0,0,0,25,0,22,0,20,0,47,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,68,84,0
Switzerland,0,0,0,0,0,0,0,0,27,26,0,0,58,0,0,0,0,0
United Kingdom,0,25,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0
HHI,0.743526859,0.758833105,0.63275343,0.359180731,0.310664029,0.296557325,0.243840842,0.266806074,0.275652858,0.224660298,0.273613482,0.192671876,0.271326252,0.369932599,0.292193322,0.393203629,0.443029761,0.408658715
