Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,5249,5077,5314,11494,8477,16614,21951,21511,20249,24159,60578,43263,29174,26879,16232,18247,28011,38596,32729,29467
France,694,803,1746,795,961,4347,2137,3160,4996,4566,6407,8525,5656,10546,4073,6874,16733,13122,11383,9671
China,17,37,37,213,790,1111,3412,3402,2378,2632,8046,3608,1475,1027,1010,3644,2768,6972,11628,6864
United States of America,1021,83,16,30,49,362,236,2913,122,128,691,964,1565,462,727,463,396,11170,709,3991
Türkiye,2,0,22,0,0,66,65,2,42,6,188,372,1188,638,725,413,194,1664,1769,3621
United Arab Emirates,0,0,63,0,77,91,0,0,0,397,935,2845,2175,548,505,866,1189,1250,1635,1532
Spain,103,77,9,1,14,44,388,243,448,646,678,523,922,750,574,567,1107,377,1005,889
Germany,114,319,403,957,1652,514,170,190,541,616,54,437,503,418,14,85,517,147,438,558
Côte d'Ivoire,448,582,420,443,113,577,2283,714,1495,1619,1698,1780,1506,1201,1846,2230,410,744,341,493
United Kingdom,74,524,126,83,595,22,679,297,56,162,229,294,65,101,37,85,71,53,336,324
India,123,72,204,276,567,243,135,177,333,176,1231,131,134,6180,149,112,171,438,806,321
Belgium,283,186,232,95,153,368,78,1153,482,891,1710,3549,496,596,222,290,1680,286,286,154
Italy,0,92,41,19,49,104,495,477,270,213,826,2452,632,210,598,424,689,219,387,145
Morocco,31,56,0,17,69,18,72,17,29,93,33,141,66,23,165,157,40,140,189,126
Luxembourg,10,0,0,0,0,0,0,0,3,182,0,0,0,9,0,6,3,0,255,124
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,21,40,108,119
Kenya,0,2,0,28,42,105,1,109,6,0,1,38,0,0,7,58,4,93,63,109
South Africa,1,77,5,28,25,61,8,7,1,25,21,2,3,10,10,3,4,18,25,97
Senegal,79,119,26,6,6,0,2,5,5,2,15,10,1,2,3,27,14,13,5,79
Netherlands,880,979,813,778,395,2610,3884,3308,566,2105,3620,3518,1096,9,51,332,130,50,44,55
Denmark,19,19,0,48,0,0,31,39,0,0,0,0,0,0,57,0,6,10,1,50
Switzerland,0,36,30,8,0,0,10,0,0,0,0,0,57,6,13,20,17,0,32,41
Egypt,0,1,0,29,1,2,106,45,2,3,1,3,14,33,18,27,17,40,36,38
Austria,0,0,0,0,0,2,6,33,0,1,0,2,45,25,49,2,5,7,16,20
Ireland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,0,0,0,21,12
Lebanon,0,0,0,15,7,0,131,0,0,1,1,0,0,9,5,5,3,1,3,7
Portugal,25,0,41,6,871,0,233,0,0,0,2,216,8,19,12,2,4,0,0,6
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,14,6
Saudi Arabia,0,0,0,0,0,0,0,0,0,33,0,0,39,91,0,154,82,23,0,4
"Hong Kong, China",0,0,0,0,0,0,0,1,3,12,123,6,13,1,0,4,2,8,92,3
Tunisia,0,22,9,69,48,202,18,13,4,6,186,450,1610,764,51,84,49,159,7,3
Mali,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2
Niger,1,0,39,15,0,0,0,0,8,125,14,2,33,2,0,365,235,307,158,2
Sweden,0,3,3,4,2,0,25,0,45,0,1,3,0,2,1,0,2,0,0,1
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Congo,0,0,0,0,0,0,0,0,0,0,41,0,14,0,1,3,9,3,9,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Nigeria,859,0,0,6785,1276,4446,4931,3142,6566,7496,31016,9113,3944,0,0,0,0,232,0,0
Andorra,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,4,459,643,0,11,11,0,0,0,0,0,204,9,9,0,0,0,31,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,32,0,0,0
Australia,0,0,0,0,0,0,0,0,2,67,58,19,0,0,0,0,0,0,0,0
Brazil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Bulgaria,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0
Canada,25,21,37,6,0,0,39,0,15,70,381,479,9,16,11,11,15,8,29,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Czech Republic,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0
Benin,0,0,131,0,0,22,139,194,90,0,0,1471,863,338,690,0,36,0,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
