Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,0,17,14,0,3,2,21,13,7,752,593,129,741,3619,279,329,191,92
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,37
Australia,0,1,0,0,3,0,0,0,4,715,380,13,322,1039,33,105,26,21
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,180,2,18,17
Fiji,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,12
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Hong Kong, China",0,0,0,0,0,0,0,0,0,1,0,0,13,0,24,0,0,1
Marshall Islands,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,2,15,0,0,0,1,0,7,5,0,0,11,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Vanuatu,0,2,0,0,0,0,0,0,0,1,26,0,0,0,1,161,95,0
New Zealand,0,10,0,0,0,0,0,0,0,0,0,68,0,4,0,0,0,0
Papua New Guinea,0,2,14,0,0,0,0,0,3,1,80,48,0,157,2,0,41,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,239,69,8,4,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,112,4,0,0,0,0
Thailand,0,0,0,0,0,0,0,13,0,0,0,0,23,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,0
HHI,0,0.346921506,1,0,1,1,0.415410139,1,0.024510411,0.91829696,0.422337645,0.179111964,0.299105332,0.536016599,0.510999332,0.358498752,0.221005189,0.183328479
