Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,5227,9857,11723,7158,7021,7825,7764,8532,10838,13553,16030,13119,10714,9574,12694,15844,15741,15623,20262,27576
China,409,1157,1558,488,711,861,534,421,711,953,1203,1138,1024,256,1974,1772,1889,3919,6554,11568
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039
South Africa,1039,1218,1053,1113,1511,1628,1689,1103,2292,1443,1820,1197,834,505,890,1482,1781,884,2362,4634
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303
United Arab Emirates,159,369,231,258,212,536,227,402,568,488,552,437,570,497,634,596,1254,1465,2375,2858
Zimbabwe,460,532,299,22,5,32,29,83,30,3,0,35,6,139,117,396,211,267,336,127
Pakistan,55,316,185,0,37,69,109,11,189,33,132,97,143,112,77,201,74,182,96,46
United Kingdom,623,1329,1613,126,36,61,17,146,89,38,73,36,0,0,0,47,0,37,1,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,7,0,0,34,40,52,180,181,195,0,0,0,0
Tokelau,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,0,1,33,25,15,0,0,6,24,22,0,0,0,0,18,0,0,0,0,0
Botswana,0,0,62,0,0,1,0,0,0,0,1,0,0,0,0,80,0,0,0,0
Brazil,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0
Canada,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,63,4,41,0,0,1,0,0,0,0,14,0,0,0,0,5,0,1,0,0
Ghana,1,3,13,3,1,0,0,33,0,1,0,0,0,0,0,18,0,0,0,0
"Hong Kong, China",254,345,537,908,1130,623,385,486,300,305,427,528,438,240,193,150,151,89,12,0
Indonesia,0,54,0,0,0,12,0,0,29,28,0,0,0,0,0,8,48,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
Japan,213,409,654,202,130,5,59,82,219,406,43,52,36,57,160,380,40,25,131,0
Kenya,56,383,210,407,92,148,150,1,62,212,81,24,27,21,14,755,1002,680,232,0
"Korea, Republic of",75,342,209,83,21,100,91,280,252,134,812,609,947,3673,4198,5416,5345,5311,5193,0
Lebanon,0,18,30,30,0,1,0,0,0,4,4,151,214,338,4,2,0,0,0,0
Malawi,0,19,0,0,0,0,0,0,0,51,0,0,399,30,86,1,0,20,12,0
Mali,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",1066,1415,1291,935,636,559,753,786,624,1889,3331,1369,494,120,652,588,309,144,183,0
Mozambique,0,0,0,0,0,37,0,0,0,0,0,0,86,0,0,0,18,0,0,0
Namibia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
Netherlands,0,0,0,0,9,8,0,0,0,0,0,0,1,0,0,0,0,160,0,0
Nigeria,13,4,3,2,2,3,7,33,7,12,5,0,0,3,0,0,0,0,0,0
Portugal,0,0,48,336,415,234,297,494,601,578,384,1441,428,465,806,622,478,346,233,0
India,486,1561,3235,1312,1260,1919,2080,2248,2520,4148,4894,4167,3196,1944,1500,1789,1943,891,936,0
Singapore,142,202,290,138,356,384,436,850,919,1040,317,337,179,211,143,279,167,104,279,0
Spain,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Switzerland,0,113,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,22,0,62,9,34,7,0,3,0,0,0,0,0,0,0,0,0,0,0
Thailand,25,0,1,0,0,2,25,0,0,56,50,45,27,0,141,329,440,419,659,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0
Türkiye,0,34,48,695,302,234,209,367,910,1054,1760,1108,1556,704,696,588,251,486,436,0
Ukraine,47,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,120,305,631,515,404,624,54,0,2,0,52,1,0,0,0,0
"Tanzania, United Republic of",0,0,15,1,1,0,0,109,80,30,40,259,55,64,127,89,318,192,233,0
United States of America,0,2,9,0,9,0,1,16,2,0,1,1,0,1,5,0,20,0,0,0
HHI,0.165998399,0.162028094,0.222803824,0.166762597,0.209007499,0.221890445,0.220124716,0.179818882,0.192183442,0.231458912,0.26137391,0.226190244,0.210804315,0.300988315,0.258877615,0.258949821,0.24510059,0.286079598,0.280100034,0.245970889
