Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,248,241,655,706,172,30,511,347,366,736,3087,2442,1153,672,2065,936,1652,1072,1435,1608
Canada,16,5,13,1,0,2,0,0,0,154,1037,82,50,33,25,57,47,224,55,323
Ghana,0,0,0,0,16,5,25,0,152,0,777,29,87,29,31,19,49,51,131,291
Senegal,0,0,0,0,0,0,0,4,0,0,14,2,2,2,73,6,20,9,0,290
France,79,191,449,181,2,0,0,0,0,53,327,180,76,37,186,113,680,235,287,151
Côte d'Ivoire,0,8,4,0,1,0,61,0,1,0,57,1,66,197,14,238,268,14,19,89
South Africa,0,0,6,1,0,0,0,0,5,40,200,140,165,55,129,157,241,173,216,83
Australia,0,0,0,10,0,0,0,0,14,27,367,0,42,5,52,35,17,1,126,71
United States of America,5,0,0,2,0,0,0,121,176,271,5,769,16,76,28,8,53,19,5,53
United Kingdom,0,4,39,4,16,0,0,0,0,12,44,41,0,78,60,0,73,45,32,47
Benin,4,1,0,0,5,0,0,8,0,0,0,0,52,0,0,22,0,44,6,43
Netherlands,0,0,0,0,0,0,0,85,0,0,4,0,1,2,92,12,2,0,1,37
Belgium,0,7,0,0,0,0,0,0,0,0,47,5,2,3,45,7,8,16,42,24
Switzerland,0,6,0,1,0,0,0,90,0,7,0,0,0,0,0,0,5,2,11,22
Guinea,0,0,0,195,0,0,0,0,0,0,1,108,43,0,0,2,15,88,0,15
Spain,0,6,0,0,0,0,0,0,0,0,0,0,0,1,132,2,0,0,0,13
Germany,0,2,73,273,15,4,32,0,0,110,15,88,76,21,33,22,45,15,46,12
Mali,61,0,1,3,0,11,373,0,3,0,14,607,16,16,5,26,62,16,40,10
Chad,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,7
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7
Niger,0,0,1,4,15,0,20,37,2,16,27,2,0,0,0,42,0,10,0,6
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Liberia,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,20,0,0,41,3
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,6,0,3
Gabon,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,14,0,2
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,2
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,6,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Cameroon,57,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,3,0,0
China,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,4,0
Czech Republic,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,18,0,0,9,100,0,0,0,0,0,3,3,0,29,2,0,0,0,161,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
