Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,98,0,0,0,575
Thailand,0,0,0,0,392
United States of America,98,0,0,0,116
Brazil,0,0,0,0,66
Aruba,0,0,0,0,1
Jamaica,0,0,0,0,0
HHI,1,0,0,0,0.440340224
