Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,345,0,0,0,0,8,23,393,2,0,13,4118,518,98,6,714,337,650,1253,248
Burkina Faso,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,160,130,21,64,98
Mali,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,49
Togo,0,0,0,0,0,2,9,2,0,0,0,0,4,0,0,41,0,53,15,38
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,40,26
Niger,0,0,0,0,0,0,0,0,0,0,0,696,131,0,0,0,0,32,29,26
Congo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,39,0,0,0
Canada,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,848,2,67,0,0,0,0,28,0
Gabon,0,0,0,0,0,0,0,4,2,0,0,837,0,13,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422,0,0,0,0
Ghana,0,0,0,0,0,5,0,0,0,0,13,298,345,0,0,0,0,2,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,6,0,98,0
Nigeria,0,0,0,0,0,0,14,0,0,0,0,69,2,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,980,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,62,0,0,0,0
HHI,0.990118113,0,0,0,0,0.332947241,0.056388114,0.869311228,1,0,1,0.096361811,0.558023383,0.332078588,0.487310034,0.394041368,0.35888317,0.713434163,0.660912045,0.142483353
