Exporters,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017
World,479,441,316,508,160
United States of America,434,408,288,204,148
Belgium,0,0,0,0,10
Dominican Republic,0,5,0,0,1
China,4,13,8,0,0
Denmark,0,0,0,285,0
Germany,0,0,0,12,0
Netherlands,40,15,20,8,0
Panama,1,0,0,0,0
HHI,0.819870239,0.852667382,0.796375302,0.381037043,0.82758808
