Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,0,0,0,0,0,0,0,0,0,0,1206,19237
China,0,0,0,0,0,0,0,0,0,0,678,17106
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,37,1112
India,0,0,0,0,0,0,0,0,0,0,462,815
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,77
Malaysia,0,0,0,0,0,0,0,0,0,0,0,65
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,60
Germany,0,0,0,0,0,0,0,0,0,0,0,1
France,0,0,0,0,0,0,0,0,0,0,1,0
Romania,0,0,0,0,0,0,0,0,0,0,7,0
Türkiye,0,0,0,0,0,0,0,0,0,0,21,0
HHI,0,0,0,0,0,0,0,0,0,0,0.461329662,0.826582505
