Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,42,760,724,3,3,3676,2092,2344,1289,1569,3658,4323,3057,2521,6494,2573,13927,4647
Indonesia,0,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,8166,2043
Papua New Guinea,0,0,35,0,0,0,72,0,0,0,0,44,352,233,2284,601,871,1974
China,0,0,0,0,0,0,3,0,0,4,6,0,83,0,0,37,1088,625
Malaysia,0,126,39,0,0,3,1,0,0,0,1,1278,2246,2268,1747,1676,3710,4
Australia,42,452,228,3,3,836,1876,1173,872,1302,836,0,0,3,1134,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,25,0,0,0,0,4,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malawi,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,334,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,27,0,0,2592,140,364,416,262,2812,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,3000,1,14,1328,7,56,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,36,0
Uganda,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,372,3,0,0,0,0
HHI,1,0.350702471,0.274220777,1,1,0.48770021,0.818922424,0.242507745,0.407387737,0.692932816,0.64178121,0.418847953,0.584379404,0.827051941,0.036111489,0.485638888,0.411519477,0.251908047
