Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,26693,28488,21804,4153,118410,10550,7981,8570,343061,170150,168453,164731,166047,112180,154217,156205,164944,142690,178840,286798
Saudi Arabia,428,0,293,216,110758,952,0,908,268249,81291,87221,69389,0,14150,61122,111433,123019,98367,130069,129495
United Arab Emirates,91,92,145,215,628,415,1445,635,2339,1503,1336,10364,1521,20078,29354,33103,31424,28330,37811,117746
"Tanzania, United Republic of",10246,10530,6283,67,50,45,4,869,3527,6166,2451,8306,0,5652,4619,752,1911,2919,2375,24713
India,0,0,74,5,32,60,618,0,14341,37412,42716,45025,50,54699,51318,4038,1042,4751,1857,7553
Oman,0,0,0,0,0,0,0,0,796,2662,2813,2099,0,0,0,1408,456,732,1282,2501
South Africa,259,460,411,1979,1413,1095,4,2444,13206,20346,14103,18200,1880,3945,559,741,655,832,1259,1390
Kenya,15555,17135,14220,798,4291,3407,1912,2473,5032,4273,7117,5305,0,5389,1591,734,1636,210,214,1150
China,0,208,253,630,608,369,214,18,729,1238,845,754,380,735,837,378,522,1074,525,638
Zambia,30,0,0,0,0,0,0,17,51,81,91,0,0,0,0,0,0,455,907,507
Kuwait,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
Uganda,1,18,26,24,6,73,1,165,321,125,237,53,0,10,74,9,86,171,123,138
France,0,0,30,0,5,196,267,414,6404,394,373,378,4163,297,86,105,218,96,196,97
Egypt,0,0,0,0,0,2466,220,89,105,364,119,136,8,42,84,41,81,102,344,79
Netherlands,35,0,0,0,0,0,0,41,0,0,0,21,7736,39,37,4,5,50,3,73
Belgium,29,43,24,159,168,125,99,56,15,17,32,2,2332,129,88,139,20,34,112,61
Germany,0,0,16,0,30,0,0,0,0,32,1,33,238,0,0,15,1,1,33,46
"Hong Kong, China",0,0,0,0,0,30,0,0,0,0,34,0,0,157,0,0,0,15,0,37
Rwanda,0,0,18,18,377,59,0,3,2,152,77,280,0,4869,1244,368,3210,55,3,34
Singapore,0,0,0,0,0,0,0,365,2526,569,1339,77,71,105,2352,2688,485,4072,1608,20
Switzerland,0,1,0,0,0,1,0,0,7683,5542,4064,3706,2806,1050,325,0,3,22,13,11
Italy,0,0,0,0,1,0,1,1,0,0,3,0,43,1,0,1,7,1,2,8
United States of America,0,0,0,0,0,0,109,0,20,291,0,0,6317,0,26,0,0,0,0,4
Eswatini,0,0,0,0,0,0,0,28,514,80,0,0,0,0,0,0,0,0,0,1
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,3435,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,0,0,0,0,29,0,0,0,40,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,31,56,0
Argentina,0,0,0,0,0,0,0,0,0,0,39,0,308,0,0,0,0,0,0,0
Australia,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0
Bahrain,0,0,0,0,0,0,0,0,484,3803,3164,494,759,515,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Canada,0,0,0,0,0,4,0,6,0,0,0,0,0,16,0,0,0,0,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,6,0,0,0,0,0,0,2,0,0,0,2,5,13,24,0,0,0
Denmark,0,0,0,1,8,4,7,7,4,0,0,0,1008,0,209,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0
Djibouti,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,1225,3051,0,2947,1107,280,0,0,0,236,200,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,9390,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,34,0,0,44,0
"Korea, Republic of",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,33,0,0,2118,0,0,0,0,347,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,21,0,0,0,0,0,44,0,0,18,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,28,17024,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,138,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,36887,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,4484,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,51501,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,101,0,0,0,222,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,24,28,0,12642,2665,0,0,5935,0,3,0,2,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0
HHI,0.558420159,0.545531134,0.609016278,0.366807365,0.91398054,0.268968163,0.326986523,0.282681839,0.737865078,0.429031209,0.473144756,0.392603936,0.300863123,0.417977832,0.4314051,0.671488364,0.706085457,0.647083848,0.692087736,0.516080869
