Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,81,1338,215,0,170,531,259,1773,3135,3246,2884,2978,3259,3221,6200,5883,8544,6372,1792,4902
Somalia,0,0,0,0,0,0,0,4,0,0,0,0,30,0,2626,88,645,1577,545,4899
United States of America,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,15,133,146,3
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,0,1121,0,0,0,0,26,10,0,0,0,0,1,6,21,0,0,0,0,0
Germany,0,0,158,0,0,0,0,0,1,17,0,0,0,0,453,433,357,125,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Greece,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0
Israel,0,0,0,0,62,169,0,0,0,0,0,0,6,22,9,0,0,0,0,0
Italy,0,5,35,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,45,0,0,7,0,170,658,438,388,350,340,314,128,0,0,0
Lebanon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,136,0,0,25,0,224,368,834,1102,573,701,751,793,578,353,2101,588,60,0
Pakistan,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,1,57,241,395,402,390,374,135,0,0,0
Saudi Arabia,80,15,9,0,0,10,0,0,1,2,0,0,9,0,4,4,0,3,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0
Spain,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2459,4482,3842,395,0
Sudan,0,0,0,0,0,0,0,0,0,171,24,268,267,168,118,86,36,0,0,0
Sudan (before 2012),0,1,0,0,11,0,0,86,502,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,1,1,0,0,26,234,0,684,936,1195,1246,1032,1148,1182,1357,1400,468,1,205,0
Tunisia,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,615,800,195,0,0,0,116,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,61,326,322,269,249,177,301,260,108,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,2,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Yemen,0,12,12,0,0,112,4,0,0,0,0,27,0,0,0,110,68,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HHI,0.958112647,0.759953107,0.558489805,0,0.09961343,0.246468022,0.741890512,0.294130097,0.197874137,0.371606923,0.259769762,0.203598878,0.237877181,0.238523588,0.298525205,0.297073647,0.422077966,0.472643497,0.149271773,0.997911158
