Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,349146,420151,404533,420142,428387,420680,382397,524629,633507,729262,825688,999021,962591,964070,953650,999563,1009892,896718,1119304,1199842
China,95492,150651,160524,171355,173161,167241,168008,226241,365035,483830,550560,640770,680434,716440,736934,779946,777157,694572,857544,943560
"Taipei, Chinese",42442,56838,49480,57612,53581,44623,34316,64155,70557,62919,76965,120578,98267,99142,87120,82666,93388,77703,102757,104114
Viet Nam,5421,4191,3881,4542,6578,7434,10880,34852,38021,31286,30444,36621,25977,31534,29553,34075,30164,40413,47179,46741
"Korea, Republic of",15484,16409,13142,7145,7745,7628,4150,3619,4884,6731,8688,13513,12343,13563,13223,14732,19385,10514,17462,24408
"Hong Kong, China",149787,149054,142647,140623,148404,145575,129043,150926,109399,87046,82695,91062,74770,46023,32450,37627,33865,36144,42216,22694
Pakistan,5049,7710,8141,9384,11394,15692,17132,10662,8908,16879,34109,24209,13757,15660,7539,5105,8795,2804,11479,14856
Japan,2591,2964,2126,1666,882,701,632,591,2557,425,1354,4316,5568,5427,11078,14754,16923,11619,12361,9783
India,2448,5649,1821,4144,6060,3812,3705,10995,14973,22158,19762,37826,27816,11871,12057,10688,10919,5259,7681,7852
Thailand,4059,6940,2466,2527,4621,3406,2935,1630,4212,1958,1509,2780,3892,3823,2360,2381,3520,3373,5564,7542
Italy,682,223,337,141,19,204,537,71,532,2794,2981,5524,4884,5483,4815,3392,2666,1612,2171,4108
Türkiye,6,137,35,249,399,566,439,210,9,26,472,325,1361,1704,1252,1067,2033,6038,6147,4083
Bangladesh,166,96,123,78,19,1210,111,314,427,1123,1123,710,28,1161,603,185,2766,322,425,2420
United Kingdom,48,130,67,24,50,169,356,58,207,925,812,1349,1434,1413,906,766,800,268,526,2146
Indonesia,6740,7886,9293,9157,6676,5622,2650,3887,4294,3336,2671,5911,3021,2726,2767,4506,2561,1982,1782,1915
Romania,0,0,0,0,0,0,0,0,0,0,71,51,178,11,227,770,666,265,350,944
Germany,625,285,411,706,558,405,307,239,274,1,17,437,56,230,141,94,352,53,30,614
Myanmar,40,0,0,3,4,0,0,0,0,0,16,78,91,80,123,133,25,215,660,412
Spain,3,0,0,0,0,0,52,214,209,1217,477,466,229,592,918,390,417,413,247,398
Malaysia,10173,4217,3985,4230,2428,2598,2173,2343,3991,3902,4331,5152,3736,3761,2147,720,1702,894,504,359
Philippines,2295,1554,1836,2182,542,312,154,233,594,678,1291,1927,1328,713,453,728,167,934,118,186
Bulgaria,0,0,0,0,0,0,75,0,0,0,0,0,25,7,0,71,16,180,8,159
Poland,0,0,0,30,0,0,0,0,0,0,77,57,65,186,425,80,1,4,8,149
United States of America,562,1632,733,332,307,401,467,212,259,11,46,271,134,447,697,314,122,220,265,115
Netherlands,34,0,0,0,0,14,0,3,0,18,115,18,56,188,64,18,51,33,1002,61
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Belgium,0,0,0,0,13,35,0,0,0,80,10,86,268,3,2,105,465,0,26,49
France,78,214,119,319,246,700,477,938,864,315,267,237,327,49,142,295,85,23,11,36
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,25
Portugal,0,15,7,14,52,0,0,0,0,3,11,9,28,23,59,9,36,36,4,25
Sri Lanka,249,18,102,95,0,1,130,10,164,157,296,922,469,13,38,4,73,18,0,9
Czech Republic,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7,0,0,0,8
Ireland,0,0,0,2,1,5,0,0,0,1,0,0,6,3,0,3,0,0,8,6
Peru,0,6,0,0,0,0,0,0,0,0,0,0,0,40,3,5,5,7,0,6
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,3
British Virgin Islands,0,11,0,0,0,0,0,0,0,0,2,0,0,76,0,0,0,0,0,0
"Korea, Democratic People's Republic of",1138,443,601,680,0,97,2,22,3,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
United States Minor Outlying Islands,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
