Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,337,0,978,938,23467,1042,1229,693,1823,12808,2925,4565,4139,3621,5809,6377,6436,7509
Cameroon,117,0,238,572,191,27,0,0,0,1651,919,234,2474,1102,4249,4989,4860,4414
Ukraine,0,0,0,0,0,68,0,0,0,96,25,1479,27,213,98,284,316,1241
United States of America,0,0,303,363,22724,763,0,57,1136,966,156,1880,576,1172,799,591,541,1124
Russian Federation,0,0,0,0,0,0,0,610,178,164,89,0,0,36,0,0,0,431
Italy,0,0,0,0,0,0,0,0,0,0,419,491,0,0,0,54,101,144
Belgium,0,0,0,0,0,0,0,0,0,0,0,41,695,375,204,361,373,42
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
China,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,2,1,38
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,8,58,0,10,30,35
Lebanon,5,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1
Canada,0,0,77,0,491,185,0,0,66,0,0,0,0,0,0,0,0,0
Congo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,171,0,69,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
France,43,0,1,2,54,0,267,0,0,9288,114,176,291,78,52,71,49,0
Japan,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
Norway,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Senegal,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,303,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
Spain,0,0,18,0,0,0,0,0,0,0,90,19,38,346,0,0,116,0
Suriname,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,272,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,31,29,56,13,7,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,44,0
Turks and Caicos Islands,0,0,0,0,0,0,0,25,442,0,0,214,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
HHI,0.327238475,0,0.186601979,0.342819171,0.946939725,0.513453653,0.069806964,0.727436563,0.353431829,0.584804574,0.265714642,0.311380765,0.460427296,0.279151872,0.63035143,0.694672551,0.662179345,0.461354039
