Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,203,0,167,357,577,401,593,293,394,297,363,211,711,691,642,538,1072,1043
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
Cameroon,40,0,52,37,28,16,27,3,0,0,38,0,0,14,12,157,235,374
Belgium,34,0,65,198,327,120,2,56,20,60,48,4,184,100,187,173,224,81
France,54,0,21,34,89,93,189,161,348,20,106,8,15,29,40,56,151,78
Germany,0,0,0,0,0,69,7,49,0,87,0,0,178,113,316,41,129,56
Lebanon,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,30
India,0,0,0,0,0,0,0,17,9,14,3,50,0,0,0,0,0,3
Australia,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,2,3,6,7,13,3,2,6,11,69,0,24,26,59,0,0
Denmark,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,44,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
Italy,0,0,0,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,31,0,0,0,0,0,0,0,244,366,0,0,271,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Netherlands,0,0,27,2,2,2,62,0,0,0,0,0,0,0,55,0,1,0
Russian Federation,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senegal,0,0,0,1,0,1,64,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,84,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Switzerland,3,0,0,0,0,2,0,0,15,1,0,13,89,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
United Kingdom,4,0,0,0,0,54,104,0,0,0,0,0,0,0,0,1,0,0
United States of America,68,0,0,0,86,0,35,0,0,109,131,68,0,0,0,0,0,0
HHI,0.155819576,0,0.166082868,0.387143352,0.397574118,0.20749855,0.180206297,0.394240836,0.793471895,0.225378075,0.196940408,0.192328389,0.177624022,0.366307394,0.355633312,0.210025618,0.131674489,0.282904099
