code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,0.0006158074868169966,0.00017496974429626793,9.885333856147471e-05,4.1161666199567044e-05,0.003537195780719475,5.6978558934390906e-05,7.450385285889862e-05,5.907240533240362e-05,4.0190422073282927e-05,6.308266413801961e-05,4.891487593396359e-05,9.481887708197111e-05,0.0001693213075857671,0.00018625856401225933,0.00019853614985700744,0.00017975248388221125,0.0003226863782111785,0.0002074519703866037,0.00042467312996474267,0.00031605608346578083
2,0.00019865772056835534,6.718588213184001e-05,4.280344294120349e-06,2.434932259833748e-06,6.346985528983426e-05,4.268147513729076e-05,7.318023510642581e-05,3.429526027548175e-05,6.566339748969928e-06,4.7873871497827883e-05,0.0001777757582297996,5.5121502422180184e-05,6.3632485053585935e-06,8.152425751948175e-05,0.00015198880081105604,0.00014349155353336884,0.001901379572955536,0.0015832448421119023,0.0013830309368832723,0.0014402132902887057
3,0.00014253963250448708,0.0002602109660495277,0.0013240810466697834,2.0586618145704798e-05,1.8111250910245024e-05,0.00017185759048046718,8.213829808346878e-05,3.067580068078022e-05,1.068571176718779e-05,1.2959895398584183e-05,2.90956601259016e-05,8.813986000318719e-06,1.6896041683290438e-05,1.5161743822876447e-05,7.876016306480391e-05,3.8867970690850764e-05,0.0003717086961808138,0.00047637925100810745,0.00038477641761963194,0.0003126113003767364
4,0.000834425793323852,0.00021277576073502674,0.0033599350610283804,0.0001010656950268029,0.00029996559624887934,0.00010667844977606533,0.002405675938126098,0.000369606860063025,0.00022014994726856895,0.0002441530218249981,7.496497144374865e-05,0.00017735132857934303,0.00017824904154723745,0.00021580452202431727,0.00018278378941885047,0.000334248100400785,0.0003864426278321787,0.0006047971513357564,0.002595195339138374,0.003395830721194088
5,5.0445562009388276e-05,5.5059037082483496e-05,0.0,5.777465583951589e-06,3.8306676534142905e-06,4.41069580165969e-06,1.5464985725818174e-06,6.086246301290948e-06,1.5124726906863042e-06,2.031201320007394e-06,1.0658615173044858e-06,8.25696330357799e-07,3.824417157118927e-06,4.349731458454084e-06,1.8389952318531628e-06,6.182925669023568e-06,1.1893989305863534e-05,9.972622072918871e-06,1.3131287607230727e-05,6.039488330442477e-05
6,0.011917768425629213,0.007287268566251611,0.007285052164191961,0.005949910971286283,0.003916655179481318,0.0026775492815409663,0.00324211134206794,0.0014624103560870278,0.0008838509300005294,0.0010409186589767075,0.0010852873677947965,0.0005568392830619989,0.0007816973068614961,0.0007773777027514544,0.0003188186482115992,0.00021273374765905663,0.0006300617234563622,0.000561611784478136,0.0005038945096826365,0.0002855912290569061
7,0.010543615142494066,0.013770817934251086,0.009279248661775237,0.00584066191139931,0.0038876869032863585,0.003179371529990172,0.002421359778252685,0.0009471753501021413,0.0005094606697686743,0.0005851398364754045,0.0014315155870493843,0.0003857319448015778,0.0005003882782396639,0.0007085613677370151,0.0005292864843133481,0.0002932105864793102,0.0002287623370053192,0.00020498112934444663,0.00018010904527693587,9.104799613472112e-05
8,8.114408790303197e-06,2.8455509692923867e-06,2.5245770303476166e-06,1.029576018208829e-07,3.0919034659121845e-05,0.00012621227306502833,0.00011510126752877032,2.9021530176090945e-05,1.031031916229801e-05,2.63490077819938e-05,2.831556750374568e-05,8.704919851327254e-05,8.867728909508281e-05,2.821786168553026e-05,3.723732879248631e-05,4.584947145538738e-05,3.043166441800277e-05,0.00014258077439297095,0.00016830812543077158,0.0002236249993032048
9,0.00211369488890958,0.0022700480203269443,0.002740710976528172,0.0010348931724866478,0.0008141837288271662,0.0005855716199668496,0.0006090743738273447,0.0001980850101158912,0.00015936335380202404,0.0001366413355580856,0.000956433548906932,2.7972641268798014e-05,1.2391224801870943e-05,6.869559932075626e-05,0.0005890611032355085,3.812149587986717e-05,9.781102215953202e-05,0.0003305620714170983,0.0007911239722614173,0.0008756307620917091
10,0.00200119768700731,0.014782208076471685,0.002916026526639087,0.0010455538109740454,0.008786745625216497,0.005731805249134738,0.0018154893409549893,0.0018927560349407122,0.01131633758465543,0.022483514150493555,0.006563484078054868,0.0023369808795903352,0.01940106274228492,0.01849782812063619,0.003788675472364779,0.0015057433443673124,0.0012006939627982936,0.0013004159486198416,0.0011917878076203455,0.0032258107000393784
