Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,1,0,0,0,166
Guatemala,0,0,0,0,162
Jamaica,0,0,0,0,4
United States of America,1,0,0,0,0
HHI,1,0,0,0,0.91874532
