Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,711,0,77,0,0,0,0,0,0,0,5307,7226,7052,9604,5985,4788,8532,15183
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,371,343,624,1313,5146
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,1354,4793
Viet Nam,0,0,0,0,0,0,0,0,0,0,1684,2702,4126,2265,255,0,0,2552
Morocco,0,0,0,0,0,0,0,0,0,0,208,0,208,1503,2586,3872,2036,1374
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,1987,1012
Namibia,710,0,77,0,0,0,0,0,0,0,81,1049,0,0,226,21,164,187
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,6,1,116,15,16,138,57
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,38
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1365,18
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Belgium,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,316,380,238,66,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,922,1801,0,176,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,238,0,238,846,503,0,0,0
Kazakhstan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,714,855,48,774,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,1821,1834,1441,1009,255,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,115,181,125,115,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,190,0,232,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.995201394,0,1,0,0,0,0,0,0,0,0.276306703,0.240056332,0.456490206,0.130608507,0.28992891,0.697068732,0.121488018,0.276888707
