Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1234,3738,4422,2894,2650,2207,3046,2583,6853,7114,5314,3838,5587,5883,11087,8231,10311,19858,29536,14800
India,29,23,63,438,160,283,535,367,638,1880,736,339,289,722,735,1132,1727,2202,1827,3885
China,128,231,410,360,275,220,555,321,825,909,783,490,2458,802,2232,440,713,1600,11676,1994
Uganda,0,9,22,19,35,51,94,6,18,37,27,17,0,142,169,141,112,1428,2481,1369
United States of America,49,1,27,26,50,38,0,14,167,10,16,58,68,16,170,93,384,61,255,1207
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,18,314,787,103,185,953,2481,1108
Japan,3,1,1,1,9,0,1,1,0,1,4,2,11,679,1725,0,315,18,1071,724
Kenya,96,256,388,38,45,90,60,137,160,170,216,158,0,176,240,212,361,546,709,697
France,330,233,1389,359,498,243,392,363,391,323,32,373,1000,335,718,1723,1074,545,442,589
Germany,0,110,436,269,621,50,33,111,193,118,371,427,96,177,1230,1196,959,2554,1993,508
United Kingdom,35,10,67,15,58,0,42,17,4,11,42,12,52,76,120,40,177,209,371,455
Canada,0,0,0,0,0,0,0,0,0,0,2,11,0,0,8,0,0,3,16,338
United Arab Emirates,7,1,16,10,42,51,33,13,48,232,53,2,100,14,49,257,234,258,1022,313
Belgium,333,339,293,1107,498,1108,1213,1017,1138,2378,2080,1498,198,1404,1553,590,1208,2089,621,308
South Africa,44,94,266,39,89,0,0,34,307,101,31,11,32,561,735,1183,2065,4925,2390,286
Sweden,0,0,0,0,0,0,29,4,12,0,0,0,5,0,4,6,1,0,256,265
"Tanzania, United Republic of",0,0,0,0,0,27,8,0,80,13,7,48,0,2,5,10,16,131,101,226
Ireland,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,22,0,367,0,94
"Hong Kong, China",0,0,0,0,0,0,0,1,0,0,25,5,18,9,0,5,1,0,18,74
Ghana,0,0,0,0,0,0,0,0,0,0,1,0,135,0,0,11,0,0,0,39
Egypt,0,0,0,0,0,0,0,3,548,596,210,0,1,3,1,3,5,5,215,38
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,37
Denmark,0,0,53,127,186,0,25,52,1074,95,110,123,0,49,7,285,576,1395,338,32
Switzerland,0,25,0,23,2,4,0,0,4,11,33,20,0,3,2,13,4,17,411,32
Netherlands,142,0,102,51,81,0,1,35,8,0,24,0,476,100,460,95,111,55,39,31
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
Spain,0,0,5,0,0,0,0,27,0,0,0,0,134,0,33,0,0,5,5,23
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,97,0,7,4,51,79,52,22
Rwanda,13,24,2,0,0,0,17,20,2,9,55,44,0,209,23,10,5,9,20,17
Italy,7,2307,745,0,0,0,1,7,981,3,0,7,193,14,0,478,5,12,25,15
Türkiye,0,0,0,0,0,0,0,0,113,3,0,0,8,34,37,31,5,0,0,14
Australia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,7,19,8
