Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3722,6573,19307,21501,27863,41761,47521,54910,90256,131292,112316,130744,176774,182092,188307,216392,215590,249467,336159,414097
Viet Nam,1719,1643,65,477,720,1183,3772,9807,28894,35625,30535,33402,77702,80895,68572,72280,74410,105016,118359,135198
Thailand,1932,4868,19191,21001,27071,39421,41257,33404,40540,64224,41541,41737,50235,39617,38163,36784,45068,41110,48423,77524
Brazil,0,0,0,0,0,0,0,0,0,0,0,9757,871,343,257,4036,1336,11331,20497,44586
Argentina,0,0,0,0,0,0,73,0,246,377,311,347,1619,10779,10298,22335,26117,23111,38509,37748
United States of America,0,0,0,0,0,68,166,1841,3878,9102,13723,10879,19732,28138,34776,42967,31932,23533,44376,36714
China,0,0,7,3,7,9,128,92,176,1634,195,2831,1485,1427,2471,3613,5093,10442,10379,13486
India,0,0,0,0,0,742,1645,7533,12530,13889,14318,15524,11816,3609,6213,8120,4933,4340,9924,13134
United Kingdom,0,11,8,0,0,0,0,0,0,0,0,0,83,103,0,1307,3717,2573,7961,12440
France,2,4,2,0,5,36,19,3,4,18,115,782,463,665,3326,1515,2551,4265,5918,7944
Germany,0,0,0,0,0,0,0,0,125,1013,475,945,1310,1450,2821,2991,1533,1976,5166,5873
Indonesia,0,0,0,0,0,0,0,0,0,0,41,242,291,33,104,5654,2177,2923,5744,5848
Singapore,0,0,1,1,34,209,0,73,215,340,318,465,1196,1139,1511,628,1598,3296,3287,4374
Italy,0,0,0,0,0,0,0,61,26,19,1446,2926,2541,4546,3148,575,1037,661,1968,3059
Netherlands,0,0,0,0,0,60,0,174,225,278,291,215,315,117,1712,1563,1324,1860,2561,3052
