Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,3,0,2,13,132
France,0,0,0,0,80
Germany,0,0,0,0,44
United States of America,3,0,2,9,8
Trinidad and Tobago,0,0,0,4,0
HHI,1,0,1,0.172409813,0.276776188
