Importers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,202944,276227,208712,257495,285236,330225,401829,507651,523561,681370,1066430,1059743,871649,816789
United States of America,85326,80889,69040,50283,53468,40825,49758,55542,76865,118200,236481,284876,114537,161802
Germany,7853,6175,9504,17213,18469,16379,25238,35052,52452,95463,163441,100829,110043,79519
United Kingdom,22246,33088,27215,77109,63984,102773,95316,94428,66735,65738,80841,85294,69339,61030
India,12,13,27,3528,19860,17821,22739,27704,60553,56790,63530,74620,50291,57330
France,4388,3983,6049,11531,10994,13322,20903,27960,33424,59099,70779,50187,60892,55406
Canada,6908,4940,11884,18548,13777,15326,22648,31739,46162,43110,70540,81403,54912,53028
Australia,2948,2898,1219,1971,2043,2509,2557,1771,4326,25691,33655,21083,25671,51165
Sweden,3157,3890,8824,15436,20577,21112,36324,33252,35260,34064,48792,35149,43834,32378
Japan,1274,1865,1066,1791,2140,1996,1941,2613,3606,4008,14605,16721,24300,31508
Netherlands,4564,4553,3788,5536,6512,10139,11320,16071,12252,26190,32137,27251,34432,26351
Spain,654,1218,1121,2367,7858,12674,18861,18274,21972,16346,14507,17277,13744,23790
Russian Federation,25,78,459,721,502,716,1722,1519,3609,4052,11632,10515,14609,20797
China,733,363,38,22,32,16,83,1022,3878,7227,25582,21650,20555,19285
Belgium,5677,7449,5868,6628,8948,6721,10656,16958,10905,10281,16298,18288,17367,14737
Poland,931,641,992,1639,1794,2040,4344,5816,5857,2256,6287,8495,15692,13000
Norway,4,55,58,177,62,126,3144,5207,6361,9331,10630,7353,12972,11384
Sudan,0,0,0,0,0,0,0,0,0,0,0,41913,24686,11207
Italy,1279,1057,795,539,1046,767,4830,8558,8821,5162,6396,7192,7414,10842
"Korea, Republic of",604,470,393,222,58,20,70,51,118,235,1947,3445,19904,10251
Austria,1720,1327,2539,4006,4988,6161,5647,1710,4746,2689,1538,1656,3957,5723
Indonesia,3922,5715,2680,5317,5779,8538,8346,7469,9402,10566,8973,13570,8048,5116
Denmark,203,218,276,598,785,1088,3574,6073,2956,6054,6030,6080,10128,4075
South Africa,1084,880,103,363,204,387,122,123,35,373,734,1074,1019,3099
Mexico,1992,1489,1710,2233,3455,4814,4328,3184,2885,2596,6099,7657,3027,2931
United Arab Emirates,628,1248,1057,718,1576,836,2328,825,114,2093,8587,3540,1532,2800
Singapore,1066,1651,1200,288,1461,456,536,473,469,985,4116,3068,2298,2672
Türkiye,1174,552,92,379,321,716,214,567,1032,4675,7183,5403,3982,2389
Uganda,887,1072,260,635,1217,978,1138,1181,869,1158,2277,2038,3210,2281
Pakistan,34,40,154,19,300,38,73,84,448,1218,3483,1617,1239,2108
"Tanzania, United Republic of",450,168,60,417,315,227,53,339,70,0,426,2473,504,2026
Kenya,2201,1417,1530,1812,2014,2816,2851,2142,1891,3643,4343,2925,3282,1944
