Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,0,0,0,30,14,7,0,0,0,5,15,13,36,3,7,48,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Australia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,46,0,0
"Micronesia, Federated States of",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,30,14,0,0,0,0,4,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,13,36,2,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
HHI,0,0,0,1,1,1,0,0,0,0.401219067,1,1,1,0.130590976,0.212372541,0.858514156,0,0
