Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,162,52,38,34,25
United States of America,124,27,25,30,18
India,0,2,0,0,6
United Arab Emirates,0,0,0,0,1
Argentina,1,0,0,0,0
Canada,4,1,0,1,0
France,33,22,11,0,0
"Hong Kong, China",0,0,0,4,0
Netherlands,0,0,1,0,0
HHI,0.584965948,0.342302182,0.335725961,0.74126871,0.432153903
