Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,2456,2947,2532,2131,2396,3194,2528,2281,3309,1886,2787,2513,2543,2737,2996,3346,3582,2805,3212,3615
Portugal,2456,2947,2525,2117,2385,3194,2499,2260,2918,1870,2765,2401,2538,2737,2996,3346,3582,2805,3212,3615
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,1,0,0,113,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,28,8,17,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,12,4,8,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Spain,0,0,6,14,11,0,0,1,3,5,0,0,5,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
HHI,1,1,0.990570633,0.977643857,0.984361544,1,0.973005089,0.981627566,0.812084774,0.983060661,0.973166092,0.851445203,0.993293648,1,1,1,1,1,1,1
