Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,0,0,0,0,0,0,0,0,0,8935,23520,31679
China,0,0,0,0,0,0,0,0,0,8407,13954,17498
Türkiye,0,0,0,0,0,0,0,0,0,3,8125,11398
Pakistan,0,0,0,0,0,0,0,0,0,61,657,1189
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,113,328,610
India,0,0,0,0,0,0,0,0,0,2,3,605
United States of America,0,0,0,0,0,0,0,0,0,0,0,159
Indonesia,0,0,0,0,0,0,0,0,0,310,256,142
France,0,0,0,0,0,0,0,0,0,0,0,21
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,14
Japan,0,0,0,0,0,0,0,0,0,0,47,12
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,12
United Arab Emirates,0,0,0,0,0,0,0,0,0,28,3,9
Viet Nam,0,0,0,0,0,0,0,0,0,6,49,5
United Kingdom,0,0,0,0,0,0,0,0,0,0,1,3
Egypt,0,0,0,0,0,0,0,0,0,0,37,2
Germany,0,0,0,0,0,0,0,0,0,0,61,1
"Hong Kong, China",0,0,0,0,0,0,0,0,0,5,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,1,0,0
HHI,0,0,0,0,0,0,0,0,0,0.914681235,0.560448484,0.547815789
