Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,2825,1838,4610,997,773,4457,13215,8046,15108,6530,14723,105804,17156,11030,29854,43326,6124,13874,16149,8422
Belgium,2,154,128,89,104,50,62,12,309,97,79,1058,782,548,2302,933,545,59,518,2119
Togo,158,63,87,157,118,57,3376,1538,936,1172,6261,3747,1237,2143,1169,297,327,776,991,1618
Angola,0,141,2771,57,0,0,0,0,0,0,0,0,0,0,0,9,0,0,159,847
Côte d'Ivoire,27,0,0,235,67,127,135,17,30,888,240,883,1374,495,1238,611,94,897,1509,692
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,35871,0,0,272,539
Senegal,153,377,5,383,2,122,29,160,15,26,80,0,19,113,260,57,85,161,177,327
China,5,39,32,14,0,37,0,5,856,0,235,529,42,121,2205,743,12,12,108,317
Morocco,119,0,0,0,0,0,0,1126,796,147,0,446,579,30,1156,0,2,14,425,304
France,281,28,81,17,184,374,650,206,2225,424,439,13597,2637,3842,820,697,140,1210,101,302
Ghana,4,0,220,4,59,222,129,71,73,1066,2691,15664,2809,541,13,50,311,54,891,277
Niger,2,12,0,0,25,1489,3466,10,45,270,8,70,301,255,25,46,416,69,347,198
Burkina Faso,120,2,15,16,36,159,252,253,1799,717,528,64,229,275,1491,925,520,570,254,195
Cameroon,42,1,0,0,0,0,425,296,0,203,7,137,321,7,608,201,5,30,0,163
Congo,0,0,1,12,9,18,55,0,0,0,2,83,11,48,20,15,16,3,9,94
Germany,6,0,25,0,40,0,2,59,45,25,8,403,54,136,1065,4,37,8633,241,82
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
United Arab Emirates,6,0,0,0,0,0,0,0,127,0,0,238,0,0,0,122,86,371,5685,77
Italy,3,0,4,0,0,0,0,12,277,1,32,3,4,5,27,225,17,357,1,42
Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Equatorial Guinea,0,0,6,0,0,0,0,532,3,24,9,8,15,11,1,0,0,8,13,26
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,24
Netherlands,0,176,0,0,0,4,9,43,419,35,968,5059,3900,10,6510,54,2743,87,7,10
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Switzerland,0,0,0,0,0,0,0,0,0,13,0,30,0,0,0,0,0,0,0,9
Central African Republic,37,14,0,0,0,0,0,247,0,0,0,0,21,0,0,0,0,0,0,8
"Korea, Republic of",0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,13,0,11,51,6
Malaysia,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,6
Mali,0,453,3,0,32,32,0,25,675,0,162,956,69,99,5,0,0,0,0,5
Denmark,564,99,0,0,0,0,0,0,86,2,6,65,3,2,0,4,124,12,17,3
Chad,0,37,0,4,3,14,0,320,0,0,0,1064,641,136,0,3,0,102,6,2
Guinea,0,0,0,0,0,1384,4,31,22,11,2,0,0,1232,678,32,94,7,3,1
South Africa,0,0,54,0,0,11,16,0,0,0,0,611,14,16,0,53,25,5,37,1
Türkiye,0,0,0,0,0,0,0,0,0,0,0,25224,0,15,61,0,9,145,0,1
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2963,0
"Congo, Democratic Republic of the",0,0,0,0,69,4,0,0,1,29,0,1,0,0,0,0,0,4,1,0
Nigeria,52,0,0,0,0,74,2857,2927,5011,976,1308,1234,850,64,399,341,128,69,214,0
