Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,2152,1737,8946,2599,4555,3306,16278,8640,6926,8190,5469,6969,4657,6741,10860,17381,14195,16294,43893,66938
"Congo, Democratic Republic of the",1235,393,164,70,1926,915,10938,1497,1387,1542,440,984,146,206,1828,2234,3258,6521,31829,45231
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9128
Zimbabwe,0,79,29,22,1,108,1671,3271,2452,1237,834,1130,550,843,2048,4627,1642,1881,2374,6563
South Africa,299,42,8,132,43,50,56,342,59,161,297,145,151,229,491,1350,1181,1315,710,3002
United States of America,0,0,0,82,50,66,0,0,0,0,0,0,0,25,195,45,47,37,45,1389
Botswana,0,4,116,615,218,131,7,23,102,95,115,107,322,150,772,757,641,769,290,542
Belgium,0,59,159,187,0,0,358,779,80,544,364,0,0,641,373,643,0,134,79,275
United Kingdom,211,557,355,201,248,115,64,98,205,359,483,243,762,807,574,655,403,141,534,263
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
China,0,0,0,25,0,0,0,0,0,0,0,0,45,157,0,121,80,198,97,83
Canada,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,241,81
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,81
Congo,0,0,0,0,0,5,0,15,3,0,0,0,6,0,0,0,0,0,38,38
Ghana,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,4
Angola,0,0,9,98,178,108,451,28,0,0,3,41,5,0,0,4,0,0,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Nauru,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0
Faroe Islands,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,46,17,0,0,0,0,45,0,0,0,49,0,0,0,0,0,0
Germany,211,205,35,31,0,0,0,0,0,0,0,0,103,0,54,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,102,201,137,73,90,403,262,351,14,5,285,1405,1861,2274,1738,1298,2031,468,84,0
Malawi,54,152,7861,232,284,403,687,752,826,748,1516,2154,154,278,870,1219,546,870,923,0
Mauritius,0,0,0,0,15,0,0,210,74,0,0,42,97,0,0,0,0,0,0,0
Mozambique,0,0,0,552,678,312,359,0,0,16,0,19,127,88,1377,3008,3839,3408,5437,0
Namibia,0,0,0,0,0,51,1,10,6,0,0,5,0,0,0,562,9,0,198,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,197,146,52,0
Norway,0,0,0,0,47,122,97,94,196,0,330,165,151,242,243,526,321,362,845,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,0
Saint Kitts and Nevis,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
Switzerland,0,0,0,0,0,0,0,0,0,133,0,26,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,12,1,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0
"Tanzania, United Republic of",27,43,73,233,742,517,1324,1160,1522,3219,722,451,162,662,279,265,0,3,58,0
HHI,0.395229732,0.197975657,0.828580042,0.147969938,0.310823824,0.158197881,0.573373751,0.27935772,0.280098755,0.287377527,0.145244968,0.246566241,0.281091581,0.20607808,0.137283552,0.175212735,0.189546284,0.299189632,0.663241242,0.593031627
