2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.006725351402570148,0.005657836908800605,0.006934588442936505,0.005362207476551614,0.011431645160489973,0.03861967606854064,0.016363253196875337,0.0030918167880029644,0.0018940786588265645,0.0010438913326488238,0.0013204341407177546,0.002919049793975161,0.0012814679913759374,0.0006959524868613367,0.0004720187148179131,0.000418096776177503,0.0002033577033022454,6.004657300991772e-05,0.00012918566933646001,0.00012983056293187963
2.8565351462632064e-05,0.0,0.0,0.0,2.205684490067802e-06,3.7975004008472646e-05,0.0,3.022030603096574e-05,9.669939421786757e-07,1.899621168048562e-06,0.0,0.0,0.0,0.0001456852401485096,1.9132322987633302e-06,4.587529138455911e-06,4.895238517762587e-06,8.901936947352347e-06,3.802939956771546e-06,8.573799085549367e-06
0.0,0.0,0.00044095642309505774,0.0009725514896083907,0.0017623419075641,0.001799692360536786,0.0004125452840784705,1.5541439168459305e-06,9.283127429533167e-05,0.00022525559814317377,0.00025665542610549426,0.00022955694387101066,0.0003377041282663476,0.0001190122693346,3.297029376531745e-05,8.869223001014762e-06,0.0,6.847643805655652e-06,5.925494023250454e-07,3.1083965428683354e-05
1.0024385008838004e-05,4.590958362558184e-05,5.8323878801153264e-05,2.5048674420668398e-05,1.0649986827652225e-05,0.00041526229927253406,0.00021973712330034933,0.0,3.563931323263569e-05,1.2347537592315652e-05,4.0523682814566924e-05,7.818914082425883e-06,4.8949373822074415e-06,2.326664984415719e-06,0.00011600065912153697,2.354931624407368e-05,1.0567179242494304e-06,2.1949988927359967e-05,1.8677199439685286e-06,1.8373132174126385e-05
3.098173228338933e-05,0.0,0.0,0.0,0.0002982534174875222,0.0001286930691398,0.0,7.748796418196343e-07,1.855183512164395e-05,0.0001007554861396502,9.557068634423087e-05,4.276173735706644e-05,3.4463076233430225e-05,2.612077262923408e-05,3.7205099917361555e-05,2.080525089288609e-05,1.4007739371455976e-06,0.0,9.87582337208409e-07,0.0
0.0004514858922177797,0.00018444259386086396,0.0002878021692964301,0.00023837981236574926,0.0001694638065967213,0.0007658907417509575,0.0016423684536661526,0.001143465424644093,0.00036449783316073304,0.00013654964844037257,0.000264884534071262,0.0003342394400813328,0.0002306895753320506,0.0003432606678679814,0.00025161150953669496,0.00041625638402633536,0.000491572189373959,0.00017956201728477862,2.0542953846919602e-05,1.4100255577476146e-05
0.004059351482354244,0.004059313563320776,0.002322718639444085,0.00262116592521094,0.003263802796949089,0.0025333778832162908,0.0013163254417004435,0.0017950276230303296,0.0008551933198379508,0.0010352857575726911,0.0012138907535691208,0.0006238407964189755,0.000713314607207249,0.0004913772109328248,0.0003109452249336162,0.004845304062412966,0.0001856359126779477,0.0001669226954528368,0.00018845795913343723,0.00012930302684123918
0.009471202858811706,0.01383247261596887,0.004591845298609361,0.001636625514420424,0.0035124163716578117,0.0034504558555620624,0.0013056711119430217,0.0033127584493526734,0.009533346523660467,0.0057739604343911176,0.005857331576253313,0.004894287221236829,0.01395927757754324,0.019323704983533984,0.025434254391575747,0.017813299282307966,0.008473837673653912,0.004781812036633055,0.008919871530802178,0.011765344725482336
6.468626284695129e-06,0.00013597052527194027,0.0,0.0,9.29358976915306e-06,2.2332472822555467e-05,1.1244711465706152e-05,2.329183594557938e-05,0.0002596498161853426,4.041770556156839e-06,7.702281629362338e-05,1.3677300952851991e-05,7.981533975190664e-05,2.8196085507722013e-05,9.84112290226298e-05,0.00014264930173401232,0.00011088067334695877,0.0001108525102688306,8.988018301123957e-05,8.691389040024312e-05
0.0004097145041323583,0.013264638707803268,0.003354902903378148,0.012568406934173746,0.010566409221159557,0.0027438612264702577,0.003263445393351516,0.006031984280678413,0.002076671788002992,0.0017308066811433224,0.0031286577679669764,0.004812351426763928,0.002013940252630547,0.0012465442160835697,0.0033812647157410755,0.00023843412910895176,0.001893410129256039,0.005568374809207442,0.0006335768909418602,1.528169877671673e-05
