Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,73,9,4,24,214,563,1473,1184,37,132,46,95,99,815,50,45,37,81
Singapore,1,1,2,1,1,1,2,0,0,0,0,0,0,12,0,0,0,45
China,2,2,0,6,4,5,10,13,12,13,22,28,54,21,34,31,17,17
Australia,4,4,1,13,13,12,1446,1163,4,82,13,50,14,760,8,10,8,12
"Hong Kong, China",0,1,1,1,3,3,11,1,2,7,3,6,13,9,6,4,6,6
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Japan,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Malaysia,0,0,0,0,0,0,0,1,13,17,0,0,1,0,0,0,3,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
New Zealand,2,0,0,1,0,2,0,2,2,5,0,5,1,10,0,0,0,0
Papua New Guinea,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Thailand,2,1,0,2,1,3,2,3,2,2,1,2,0,0,0,0,0,0
United Kingdom,62,0,0,0,188,535,0,0,0,0,0,0,12,0,0,0,0,0
United States of America,0,0,0,0,3,0,1,1,0,3,0,0,0,0,0,0,0,0
HHI,0.750761617,0.154954198,0.082863336,0.335322282,0.816011262,0.92589009,0.969115512,0.971594366,0.195893761,0.452850301,0.301704349,0.372412372,0.403196941,0.887003756,0.418167832,0.359473712,0.171271599,0.23308553
