Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,16,3,1,35,19,34,105,79,37,90,205,165,257,90,113,319,113,106
Malaysia,1,1,0,6,9,27,13,5,7,18,22,42,15,36,32,25,41,59
Australia,2,0,0,2,1,4,49,32,11,20,40,11,21,14,43,10,39,33
New Zealand,4,2,1,2,3,0,10,39,0,0,0,0,0,31,4,0,0,5
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Singapore,1,0,0,25,0,1,34,4,1,4,5,0,1,5,5,5,16,2
China,0,0,0,0,0,1,0,0,1,46,3,2,157,5,0,278,7,1
Japan,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
Fiji,0,0,0,0,0,0,0,0,0,0,110,109,26,0,30,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,2,6,0,6,0,0,1,7,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,5,2,0,0,0,0,20,0,0,0,0,0,0,0
HHI,0.338452838,0.130590976,1,0.478001961,0.133718907,0.64907088,0.17818416,0.287410849,0.240746305,0.265920357,0.341686939,0.422371434,0.441943768,0.196595272,0.179660271,0.775134389,0.203020513,0.423904535
