Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,44388,43980,58806,69589,86950,87961,94977,103464,118024,153547,151234,256821,242480,296171,348808,385613,477478,522841,630010,617428
China,2144,2789,4593,5383,6925,6672,6986,11647,17074,24137,27483,58163,60400,88742,114909,126715,173370,164104,220224,219285
Viet Nam,999,1260,2664,5984,10302,7624,7254,8437,14166,17182,13327,16054,24467,34773,45461,58998,99469,111718,137632,161046
Singapore,3339,2107,2973,4126,3886,5546,2492,1663,1939,6118,7932,30688,32740,31201,36842,21111,30745,73358,106181,107456
Thailand,7404,4719,4255,3892,7062,11061,12201,13298,18704,21366,24095,34704,39344,53628,54240,51904,47408,42003,43254,39313
Indonesia,5985,6235,5872,8107,11500,9131,11421,8233,8581,12045,11698,16657,12519,13176,14790,18972,17562,16587,15565,19197
"Taipei, Chinese",6383,8034,13690,15860,15253,15234,19292,20841,21533,25484,20478,32907,20926,23905,26483,32703,29644,25242,23851,18333
"Hong Kong, China",9479,10408,14397,15213,15904,15052,12494,14956,13783,18776,22218,40861,26274,21520,21662,20181,24031,22983,24379,16879
United States of America,300,114,117,121,174,121,190,129,555,2221,3092,5211,4176,5061,8826,14560,16033,11557,12035,8470
Malaysia,3637,3187,4173,3351,3098,3653,3114,2651,1495,3190,2389,1913,1755,2919,2268,1717,2080,1280,3427,6295
New Zealand,0,0,0,0,0,219,0,0,908,558,64,0,0,4,2,0,1761,3006,3263,5870
"Korea, Republic of",483,745,1421,1860,2338,1701,1735,2707,2231,2614,2605,6049,6355,5191,5684,6363,6785,5337,4889,5350
Japan,34,66,31,506,1065,62,37,28,59,144,189,495,1249,2005,2532,2801,2262,2457,2832,3137
Germany,286,524,392,39,175,489,682,1518,1727,3356,2481,2006,3818,3943,7607,21181,12359,27128,15467,2961
India,9,6,19,25,47,433,118,101,118,275,389,902,427,671,810,1765,1432,1699,7168,523
Russian Federation,0,0,0,438,1200,4238,10404,8403,7563,8833,6253,12,138,206,138,99,633,530,649,507
United Kingdom,133,16,22,53,54,37,51,38,44,67,105,169,64,130,239,314,745,512,994,451
