Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,3,0,0,0,3
United States of America,3,0,0,0,2
"Hong Kong, China",0,0,0,0,1
Canada,0,0,0,0,0
France,0,0,0,0,0
HHI,1,0,0,0,0.130590976
