Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,64151,89859,98671,97432,122663,134698,119427,156553,224618,261231,280364,265639,240933,197768,232736,320729,305223,291171,402768,544566
South Africa,38300,66942,66201,67453,88021,93820,80623,106555,138463,158068,163033,171983,135802,112778,132457,169016,147084,128131,192783,248898
China,90,490,1602,844,1145,2559,2011,3432,27901,17923,21545,13877,10558,15307,19968,33839,41668,43633,61654,100022
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83592
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37063
United Arab Emirates,891,1007,2270,1732,2015,2836,1872,2383,3346,5224,7897,8900,11906,6860,6757,9066,7532,5622,14034,21282
United States of America,132,1503,1489,2425,1739,1818,1015,506,1110,4210,1651,3112,670,2033,2393,5008,6219,4571,6575,15464
United Kingdom,4306,5421,2623,4049,3171,1943,2408,3115,2897,4283,4949,2326,4418,2592,3899,3730,4886,13749,5829,14863
Finland,6,33,0,2,0,8,13,4,121,221,1206,1318,1577,2825,7098,7935,9277,4935,7663,7624
Zimbabwe,12172,4193,4524,3433,3272,2983,3704,4976,4828,5765,7139,3832,2782,2113,1281,1708,2664,6033,7592,3774
Germany,608,283,573,584,552,453,371,1334,446,1285,1589,883,977,1556,1329,2847,1631,1679,1343,2924
Botswana,45,62,466,141,452,348,577,177,322,1050,580,1158,349,1269,335,741,927,1698,1778,1997
Viet Nam,0,0,0,0,1,0,0,0,4,0,0,14,12,12,29,1,19,31,1233,1295
Australia,108,260,148,202,99,351,113,749,1523,1306,709,426,763,70,248,1180,1630,442,892,1097
Spain,0,14,59,0,5,24,2,86,46,8,22,160,1,52,9,18,169,5,361,833
France,918,32,536,1088,1696,3235,2848,2688,3326,1911,2807,7175,7708,5533,3820,3963,1848,3926,2015,804
Denmark,42,57,146,39,66,20,70,18,166,120,131,287,94,19,476,14,33,168,140,683
Belgium,304,184,461,678,298,558,61,512,428,443,1672,200,597,458,821,319,334,379,591,590
Egypt,191,141,139,159,640,318,26,977,669,428,854,430,965,243,1422,417,618,1382,1045,554
Canada,17,76,4,9,22,100,159,68,13,99,1472,189,1812,627,1455,3596,2792,1104,92,478
Brazil,45,14,16,39,10,277,48,53,37,27,34,3,5,1,225,158,31,20,35,227
Argentina,0,0,1,1,0,0,0,0,0,89,10,0,0,83,1,0,0,0,54,113
Switzerland,21,35,57,32,18,57,332,1,193,984,56,45,14,72,9,5287,510,51,42,87
Czech Republic,0,0,0,0,2,0,25,0,78,13,142,122,35,67,7,32,43,32,19,86
Austria,31,8,70,82,261,252,343,560,97,904,235,355,919,389,416,314,67,58,62,63
Chile,0,0,0,0,25,226,0,0,0,3,2,3,98,0,5,0,0,0,0,36
Bulgaria,38,0,0,0,0,178,0,0,0,192,42,0,0,3,4,15,1,7,41,35
Poland,0,0,4,0,6,7,11,3,35,18,4,18,4,528,48,356,19,29,34,32
Pakistan,11,2,5,81,211,8,516,802,59,91,140,262,289,45,40,1,134,89,7,14
Andorra,0,0,0,0,0,18,2,1,0,0,20,117,0,0,0,0,1,0,0,12
Bouvet Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,20,34,41,53,18,3,1,3
Gabon,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Georgia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,21,4,3,3
Côte d'Ivoire,0,0,0,0,0,3,0,0,0,0,0,10,0,1,0,2,0,0,8,3
"Congo, Democratic Republic of the",2,2,3,10,35,101,8,15,13,18,168,11,1,0,55,131,1,9,0,2
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
British Indian Ocean Territory,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
British Virgin Islands,0,0,0,0,0,1,0,0,4,1,0,6,0,0,0,0,9,0,0,0
"Korea, Democratic People's Republic of",0,54,285,0,88,0,81,0,7,135,24,613,2173,457,834,1,105,0,617,0
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,21,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Azerbaijan,0,0,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0
Bahrain,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0
Bermuda,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0
Bhutan,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,1,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,14,0,0,0,1,0,0,4,0,0,0,4,0,0,3,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,48,357,170,90,625,564,142,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cyprus,0,0,11,0,0,8,4,0,0,0,0,0,0,1,0,9,6,9,41,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
