Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2,0,0,55,20,0,9,1,15,24,31,4,0,0,6,18,0,0,12,4
Kenya,0,0,0,48,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
United Arab Emirates,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Belgium,2,0,0,4,14,0,7,0,13,11,28,0,0,0,0,16,0,0,3,0
China,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,8,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
France,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Africa,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Uganda,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,1,0,0,0.707812346,0.18597402,0,0.511396939,1,0.62253913,0.008368183,0.777833558,0.284959256,0,0,0.487310034,0.644260854,0,0,0.330084606,0.284959256
