Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,6474,7089,7569,8503,9314,11308,9981,9851,12221,11411,9134,9891,7862,8244,11082,12298,11863,10689,10010,11373
Portugal,4654,5115,5460,5992,6694,8789,7448,7685,9405,8072,7283,8034,6395,7149,8753,9777,9364,8768,8695,9038
Spain,330,376,378,728,515,699,733,619,884,913,901,966,830,720,1179,1091,1267,973,623,1346
China,53,90,85,89,209,171,141,99,163,139,233,53,90,58,196,283,301,312,292,317
Italy,72,55,124,160,390,160,128,61,123,207,275,283,254,153,542,775,631,288,105,305
India,0,0,0,0,18,0,5,0,0,0,89,200,53,0,3,39,3,68,32,55
Brazil,36,71,166,51,23,63,7,35,28,28,69,23,64,26,40,4,59,19,66,53
Senegal,0,1,0,21,3,10,1,1,1,2,5,9,2,23,18,26,1,7,7,49
Netherlands,480,567,601,683,707,1021,745,623,526,515,46,56,32,28,145,23,37,17,38,42
France,167,176,122,122,127,31,26,91,127,29,38,55,6,1,39,25,50,26,10,38
Türkiye,371,338,380,358,350,134,428,255,549,907,12,2,0,4,43,1,0,5,1,35
United Kingdom,46,17,14,27,65,1,5,18,4,4,14,6,11,3,3,2,2,51,47,29
Lebanon,0,2,9,0,5,0,102,57,9,10,2,6,5,2,2,0,0,0,0,15
Belgium,168,154,49,87,105,97,105,194,222,352,46,36,33,22,38,51,55,71,31,14
Germany,25,42,95,64,42,9,27,29,75,38,55,38,26,7,19,123,20,16,13,14
United States of America,21,11,45,23,18,43,43,54,38,72,31,52,22,31,29,53,34,32,25,9
Denmark,20,0,4,1,10,0,0,0,48,1,2,0,0,0,0,0,0,0,0,7
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Luxembourg,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
British Indian Ocean Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,44,0,0,7,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,9,7,4,0,0
Antigua and Barbuda,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Finland,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
Greece,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Hong Kong, China",0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Indonesia,0,0,0,0,0,0,0,13,0,0,4,0,0,0,2,0,1,1,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Japan,4,11,3,4,1,0,3,1,4,0,0,0,0,0,1,0,0,0,0,0
"Macao, China",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malaysia,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,9,5,6,2,0
Mozambique,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Paraguay,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,6,10,14,17,0,0,0,0,0,0,1,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Singapore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
South Africa,2,0,0,0,21,75,14,0,0,11,10,0,0,2,2,0,13,0,0,0
Sweden,0,0,0,8,0,0,19,15,0,0,1,0,0,0,0,0,0,0,0,0
Switzerland,0,1,0,0,1,1,0,0,0,64,0,0,0,0,0,0,2,0,1,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Tunisia,0,0,0,0,7,0,0,0,5,30,1,5,1,0,0,0,1,0,0,0
Egypt,0,0,0,39,2,0,0,0,0,4,0,0,11,7,17,4,5,0,0,0
HHI,0.64397075,0.650238041,0.649768866,0.634586288,0.653807554,0.713832237,0.679650585,0.720104366,0.713443783,0.64032118,0.754445569,0.766822106,0.772560383,0.833657837,0.742661255,0.744154192,0.744241342,0.774658074,0.833210042,0.744147895
