Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1369,3340,994,2162,4744,4962,6972,17445,28081,130619,80749,75257,34722,29413,58708,83890,52114,50797,115493,119705
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41026
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38787
Zimbabwe,22,1640,623,1647,931,21,572,7464,16281,15803,50998,24299,15720,6657,15640,28240,11965,17305,28097,22100
South Africa,1093,1239,116,201,2135,2426,3907,3478,3300,106153,15000,22200,5845,11832,20609,25037,5445,6518,14199,12992
Botswana,76,84,57,166,768,615,1306,3837,6930,5403,5977,15277,3332,3982,3814,3653,2499,1098,4252,4172
Angola,2,0,0,0,0,0,0,0,0,0,0,0,0,1,186,172,76,1,82,336
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
"Congo, Democratic Republic of the",42,106,24,30,96,603,151,884,342,341,452,1756,1914,850,1887,766,416,354,403,97
Belgium,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,7,0
China,0,0,0,0,0,0,8,10,59,0,0,0,0,0,2,1,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,528,0,88,4055,9263,12402,5504,21889,0
Malawi,93,159,90,55,16,123,18,76,13,450,59,4,289,1902,2426,915,779,787,1004,0
Morocco,0,0,0,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,15,48,19,0,65,0,190,460,1,18,15,270,0
Namibia,41,113,75,63,795,1174,998,1664,1097,1193,7557,10326,7168,3540,5554,6832,9418,8447,8847,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,603,1092,1055,4638,0
Saudi Arabia,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4220,0
Singapore,0,0,0,0,0,0,0,0,0,51,94,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,5,0,154,37,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,1995,2831,8388,0
United Kingdom,0,0,9,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,3,0,0,0,0,1046,538,759,454,331,4034,7832,6009,6883,19198,0
HHI,0.685715693,0.356964981,0.439545165,0.615331905,0.266667971,0.274646399,0.402668997,0.329781911,0.476871984,0.746295968,0.526260815,0.271683423,0.255738125,0.298568309,0.274907385,0.282923484,0.175021206,0.214278844,0.16976028,0.256200786
