Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,133,2,360,0,0,8,65,10,7,87,29,136,115,2150,281,601,43,453,1049,367
Niger,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,42,90
Mali,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,72,56
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,12,0,0,0,220,0,0,3,0,0,52
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Guinea,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,20
Senegal,37,0,0,0,0,0,0,0,0,0,0,0,0,69,16,0,0,3,0,17
Togo,0,0,94,0,0,0,0,0,0,0,0,11,74,1606,240,326,0,0,2,8
Burkina Faso,0,0,137,0,0,0,7,0,0,0,0,3,0,193,0,9,0,1,75,8
Gabon,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,2
Cameroon,0,2,0,0,0,2,43,0,1,0,0,0,0,0,16,29,0,380,842,0
Equatorial Guinea,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
Congo,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
Czech Republic,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,7,0,41,10,1,18,0,1,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Libya, State of",0,0,0,0,0,0,14,10,0,0,22,32,0,2,0,0,0,0,0,0
Madagascar,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,2,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164,18,0,2,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HHI,0.431435133,1,0.11409322,0,0,0.284959256,0.29966539,1,0.107298258,0.478489559,0.303829229,0.414672251,0.097431992,0.629223023,0.771951578,0.446712052,0.185655469,0.757623025,0.714745776,0.115867234
