Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,64363,73388,116508,79713,177984,173181,261923,383015,303438,381260,144693,185223,265136,238704,179400,102806,66341,97557
Portugal,20617,12531,27406,10802,27827,30239,54859,66330,58727,62384,23089,38683,48104,40894,30648,18913,17652,25090
Ireland,0,0,0,130,3910,4558,4553,9093,15238,9459,3421,3642,4742,1062,671,278,3518,14928
Türkiye,207,1024,1936,1898,7859,18026,40389,76225,54564,80503,25496,51622,104483,99528,71214,37164,13013,7023
United Kingdom,792,0,133,133,67,310,59,265,467,1322,123,664,108,257,134,115,365,6934
Brazil,1923,8041,9208,12072,24251,21276,22406,37798,25627,36248,12058,8813,7779,9768,6864,4296,5052,6443
India,273,3912,5120,2765,18625,4635,15655,28009,26745,21732,13835,9406,16183,15836,16661,9252,6033,5995
Mexico,0,0,0,1,65,0,155,23,80,312,0,87,37,364,5137,1632,3595,5979
Malaysia,1,0,3164,3022,5808,10685,21975,32300,20252,14589,9044,8207,12986,14962,9574,8547,310,5669
Ghana,0,0,0,65,0,0,0,0,0,0,0,131,0,0,0,448,66,5348
South Africa,8751,6229,19242,1398,4763,2260,4754,8855,13891,32408,16227,18894,19754,13755,8187,3988,2270,3342
Belgium,18,5815,4228,615,2773,5025,3284,3486,3719,3908,5427,2322,4158,1726,794,1470,1500,1252
Ukraine,0,0,0,0,0,18,50,0,39,551,0,0,0,0,82,0,104,1035
Namibia,0,0,0,843,10174,1043,2290,2756,2705,3630,1501,1458,568,951,713,79,218,941
Netherlands,125,928,2223,4028,4131,3611,6238,3473,3049,5269,3849,5283,3276,3760,1744,202,20,871
France,501,2023,1818,628,951,1128,754,809,1625,1674,1457,3052,2597,2281,3843,1173,1358,835
Thailand,0,0,883,79,254,1676,1157,170,446,24,88,0,35,1414,106,1,6564,781
Spain,26,2161,1249,1852,1010,1902,1326,1513,2418,2181,820,1393,1232,1089,898,1167,235,746
Indonesia,1370,0,127,326,467,99,217,714,625,3226,402,275,472,199,263,31,0,686
Argentina,1960,3657,9634,9184,20193,20961,22843,36483,12980,12287,2287,2286,2177,1870,1304,450,1059,448
Tunisia,0,0,0,21,62,275,624,1195,664,1538,888,150,690,632,1134,197,255,441
Italy,6368,11973,10479,8938,7260,10036,6691,5890,4147,1366,790,1052,1146,1134,433,348,255,418
China,96,5511,2631,2348,1434,951,1448,2246,1501,1680,1684,2208,1982,1674,1269,976,221,355
Australia,0,0,0,59,0,0,2,95,173,324,0,94,28,0,0,0,0,265
Poland,0,0,0,0,6,0,5,188,33,13,0,0,53,12,53,86,88,216
United States of America,1873,2262,882,1094,399,1940,4821,2719,5142,1570,783,194,463,17,115,22,10,210
Lebanon,3620,0,814,389,691,559,919,584,3867,988,91,1329,89,264,322,51,58,193
Colombia,0,0,0,266,1492,878,799,679,62,332,0,0,0,0,432,213,184,140
Germany,5,205,2359,6,189,542,271,349,235,578,69,235,222,108,88,130,25,140
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,234,76,50,202,75,111
Canada,1170,412,400,70,2,2,278,292,9,8,0,44,3,61,209,33,134,109
United Arab Emirates,9290,2537,4047,8426,22858,22686,21359,25519,14276,38716,5889,6430,2987,4559,981,310,160,95
"Congo, Democratic Republic of the",0,0,0,1044,0,1,3,0,11,3,1,5,4,0,13,23,140,55
Denmark,3,248,47,139,184,42,319,326,5,78,2,124,38,76,43,85,45,40
Switzerland,0,242,0,8,17,14,0,11,151,219,169,164,155,523,371,0,18,39
Sri Lanka,0,0,0,17,79,27,0,65,951,471,0,0,0,6,28,38,11,37
Lithuania,0,0,0,0,1,0,0,1647,1252,616,76,190,246,137,115,97,30,32
Pakistan,0,0,0,570,50,77,343,1273,962,712,412,24,177,157,272,8,6,32
Viet Nam,154,1705,1269,28,79,73,1844,2245,2692,1601,837,1931,2080,1726,3082,419,337,32
Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,72,29
Uruguay,0,0,48,309,634,53,6,3,0,0,0,0,0,5,0,0,0,29
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Norway,0,10,0,0,0,2,0,0,4,0,0,0,44,0,0,3,112,25
Bulgaria,0,0,0,0,0,0,212,0,0,172,0,0,0,0,0,0,31,20
Congo,108,1,0,190,46,209,26,21,53,31,23,0,0,0,8,7,6,18
"Korea, Republic of",0,0,586,812,103,58,34,49,34,63,15,3,3,2,70,1,0,16
Malta,24,1,0,303,105,1,23,0,0,47,0,0,43,51,113,0,0,14
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,16,102,13
Egypt,37,1083,0,23,244,482,855,799,1019,1926,1563,1510,2482,7076,3315,2325,512,12
Bangladesh,0,0,0,0,1,0,1,13,1,3,102,0,0,13,0,0,1,11
Liberia,0,0,0,4,0,0,0,0,0,0,398,0,0,238,621,12,0,8
Nigeria,6,1,1789,317,0,0,10,0,15,3,0,0,4,27,3,583,245,8
Greece,1354,0,102,167,0,0,0,0,0,0,34,343,270,175,0,0,0,5
Japan,0,614,0,33,63,5,0,244,0,2,33,0,1,2,0,0,0,4
Morocco,0,0,0,124,46,0,0,171,22,166,0,96,0,1272,145,0,0,4
Israel,0,0,0,85,2,3,5,2,6,3,4,11,7,5,4,1,2,2
Zambia,0,0,0,0,0,0,0,4,0,0,0,0,0,21,145,62,0,2
Andorra,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Czech Republic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1
Iceland,0,0,0,0,41,0,544,0,39,43,0,0,0,0,0,0,0,1
British Virgin Islands,0,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,37,29,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,0,142,68,290,191,15,0,52,35,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Pitcairn,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,155,0,15,0,0,0,0
Turkmenistan,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,133,0,207,11,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,42,0,0,0,1,2,0,1,0,0,0
Bahamas,0,0,1,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"Bolivia, Plurinational State of",0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,41,0
Botswana,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
Central African Republic,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,126,173,0,63,0,242,0,0,12,0,0,0,0,0
Costa Rica,0,0,0,0,0,37,0,0,0,305,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,15,0,0,0,0,185,282,0,182,0,0,36,6,0
Cyprus,0,0,0,18,0,0,0,0,0,1,0,0,6,0,0,0,0,0
Benin,0,0,0,0,0,0,0,50,0,0,0,196,0,0,0,0,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
El Salvador,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Estonia,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80,0,0,0
Gabon,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Guinea,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,12,1,0,0,38,0,3,0,0,100,0,2,0,0,0
Hungary,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,19,0
"Iran, Islamic Republic of",3656,120,393,0,0,0,0,0,0,0,408,186,47,14,0,0,0,0
Iraq,0,0,0,108,803,571,551,525,330,319,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,58,0,0,0,0,0,0,0,0,17,0,0,0,0
Jordan,0,0,0,0,0,8,0,27,0,0,26,0,0,0,0,0,18,0
Kenya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,253,0,0,0,1,0,0,0,282,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0,703,1228,2591,1504,374,0,211,0,0
Luxembourg,0,0,0,34,0,0,0,0,113,1,0,0,0,0,0,0,0,0
"Macao, China",0,0,0,0,0,0,0,29,0,0,0,0,0,0,2,2,0,0
Mauritania,0,0,0,4,0,261,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,528,98,0,0,0,0,7,0,5,31,33,0,0,0,0,0
"Taipei, Chinese",0,0,0,27,0,0,0,1,1,0,0,1,0,0,0,4,0,0
Mozambique,0,0,0,0,0,0,71,0,103,0,0,0,0,0,0,0,1,0
Oman,0,0,612,173,2001,1270,3508,8102,8756,12645,6380,8800,20460,7611,6381,6820,144,0
New Zealand,0,0,0,185,1272,2162,8537,9299,6948,502,380,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,351,0,0,9,0,0,54,137,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Peru,0,0,0,58,131,63,480,471,328,334,206,50,0,0,31,0,0,0
Philippines,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,0,0,0,29,523,77,0,17,40,203,15,214,106,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saint Vincent and the Grenadines,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,414,276,336,1083,1122,755,11866,99,387,71,85,292,0,0,0
Senegal,0,0,0,14,0,0,27,0,60,0,0,15,0,0,1,0,0,0
Seychelles,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0
Singapore,0,0,3083,1150,2813,1407,2873,7375,5362,7235,2667,239,189,588,159,186,0,0
Slovakia,0,0,0,387,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Slovenia,0,0,0,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0
Sudan (before 2012),0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Sweden,0,0,0,10,0,0,0,0,0,3,0,0,0,0,42,0,0,0
Syrian Arab Republic,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,57,157,460,67,0,0,0,0,0,0,0,0,0
HHI,0.266623349,0.14784605,0.197322227,0.203585052,0.206563337,0.212157801,0.21977107,0.232684761,0.217113997,0.23336274,0.196111089,0.279194698,0.371312391,0.388182731,0.36966146,0.34617565,0.277892548,0.248650312
