Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,1,0,3,0,83
United States of America,1,0,0,0,49
Canada,0,0,0,0,34
Brazil,0,0,1,0,0
Dominican Republic,0,0,2,0,0
Jamaica,0,0,0,0,0
HHI,1,0,0.130590976,0,0.039108268
