Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,4518,3225,6308,7165,6799,8472,5621,6150,9406,10676,12032,9222,8914,7880,9109,13372,10148,9765,15220,30561
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16575
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6132
South Africa,884,790,1997,3186,3162,3239,2116,3580,3636,2670,4878,4360,4741,5984,4493,5947,4071,2294,4963,6103
China,7,0,1,20,648,2368,2067,923,1956,4874,3143,55,48,22,179,70,382,506,274,737
Poland,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,45,145,322,161,415
Brazil,39,27,0,15,47,91,82,8,29,2,400,18,89,6,12,6,6,2,2,245
Zimbabwe,2364,446,2674,2357,754,315,106,27,63,561,586,648,515,286,202,1816,445,94,242,195
United Arab Emirates,2,775,835,24,35,17,28,26,37,18,69,20,25,5,932,321,79,58,8,80
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,10,23,20
United Kingdom,3,6,6,61,28,93,19,10,103,8,34,15,20,10,15,14,40,6,23,15
France,0,0,0,0,5,0,0,0,1338,22,0,191,38,0,0,41,58,15,98,14
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Switzerland,0,0,0,0,13,0,0,0,0,0,0,42,5,0,3,8,27,9,18,7
Pakistan,16,73,24,29,24,9,41,33,70,79,169,149,67,13,9,4,0,6,0,5
United States of America,0,0,0,0,7,0,0,2,0,2,0,2,2,4,3,1,4,0,0,5
Tokelau,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,0,0,14,29,57,67,33,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
